gene,log2FC,p_value,FDR
AAGAB,-0.6186235582154563,0.006711282560093303,
AARS2,-0.9257914602042024,1.1016063838421122e-07,
AASDH,-0.6975242289366562,2.72460356878745e-26,
AASS,-0.6940623094663588,0.005484330404801392,
ABAT,-1.2298570390959318,0.0051301253517698564,
ABCC10,-1.0698565480845799,0.0006905168610565806,
ABCD1,-0.8720592187950098,3.886050648583943e-30,
ABCG4,-1.247403754042286,6.446544143450135e-13,
ABHD5,-0.5661843541753976,0.00012119532099540854,
ABHD16B,29.64496569407048,9.848843084262062e-06,
ABHD17A,-0.9397088351121657,0.005278031417461972,
ABRA,0.8664756107546567,0.00020648643826809003,
ABTB1,-0.7774122588884321,0.00045230815145226404,
AC001226.2,0.7081826934749952,2.6736341473581573e-06,
AC005697.1,29.172212697601708,7.242026271671844e-08,
AC005726.1,28.31239035759319,0.00011973431069706556,
AC006254.1,-0.9326601650089188,5.86465353712806e-19,
AC007846.2,28.415483850258806,4.531924771360242e-05,
AC008764.4,30.000446348293565,6.452849075231033e-11,
AC011330.3,27.644965699225992,0.0034583245215714584,
AC011455.2,28.80543036762044,1.3298450957772415e-05,
AC012213.5,27.142465361560983,0.00651805275054593,
AC012651.1,0.499353785198249,0.0063845905531503214,
AC020636.2,28.842905072960253,4.664349789296782e-06,
AC020915.4,-1.6895960415549767,8.833426271818783e-41,
AC024598.1,28.36485777733275,0.00038389329826418235,
AC025283.2,0.9180340375198918,1.827769083183762e-07,
AC034228.3,28.55750285475346,2.524316174580976e-06,
AC040162.1,-1.3750064482641786,0.007895221622859121,
AC048338.2,27.949820279445078,8.904297137532225e-05,
AC069444.2,26.727427865528202,0.005909520272280725,
AC069503.2,-0.938970566271645,3.935442545781552e-12,
AC073082.1,31.057348738830466,6.26291647685633e-08,
AC073508.2,29.016934472394805,2.6404411305690787e-05,
AC073610.2,-2.7548874938679724,2.185306920692965e-25,
AC100868.1,29.172212697601708,1.12504111064816e-06,
AC104304.2,28.842905072960253,3.393185151245895e-06,
AC108941.3,28.201359045550692,2.830096976722792e-05,
AC113348.2,29.70724997225221,2.1518932361157488e-08,
AC117457.1,27.016934480362416,0.0068475773654511005,
AC134980.2,27.364857781506263,0.0036513695452613276,
AC136428.1,30.06529749258449,7.2179788637819286e-06,
AC144573.1,27.949820279445078,0.002212266013188232,
ACBD6,-0.6866220015261674,0.008161943574914041,
ACER2,-0.6048371361904991,5.9279121957244386e-05,
ACKR2,-1.8541253750844582,0.00026627518631744103,
ACO1,-0.6976785784632419,7.415208597615525e-25,
ACOT12,-1.3023752973546203,0.003640451650188212,
ACOX3,-0.9511497188690367,0.0008991822557217473,
ACP2,-1.0014135323578368,1.857369998187501e-29,
ACSF3,-0.5436939277695567,1.8635040412301904e-08,
ACSL3,-0.33995984493326503,3.7421011026408146e-08,
ACSM3,0.36010289390073413,0.0053258773408025656,
ACTR3C,-0.6886142827292162,2.6623132362034398e-05,
ACTR8,-1.0934210550439207,0.0001567394088955349,
ACTRT2,29.932542283856492,2.844051589009384e-06,
ACVR2A,-0.7842825070635829,5.4286839330414424e-05,
ADA2,-2.1770208046900708,0.004557319650611753,
ADAMTS3,-2.2992959045141355,0.00872756901412051,
ADARB2,1.9406765943242754,0.000317383136090194,
ADAT1,-1.2661338592730054,2.1710700285535308e-54,
ADCK5,-0.774940729054011,1.0587942788578143e-06,
ADCY6,-1.1461615810510635,0.007877435500191373,
ADGRG5,-1.0165353676695323,3.534081117608626e-05,
ADPGK,-1.2538767797721755,4.4194523164450056e-51,
ADPRM,-0.37507118938419703,2.0255753566303176e-09,
AFAP1L2,-1.6086290843364064,0.007598000254112267,
AGAP4,-0.4983816641656854,1.1974313424745053e-12,
AGAP6,-0.6619155561900685,2.1518637840233037e-05,
AGBL1,1.0444675148397466,0.00024280206697426036,
AGBL2,-1.5655450468479395,0.005299476899295139,
AGBL5,-1.056772836963601,4.552141820757723e-07,
AGFG2,-1.2154971745548266,5.916060702818593e-08,
AGO1,-0.9134949629352178,0.0005493388588865411,
AGPAT5,-0.5052460957590845,2.8922029659303552e-06,
AGT,-0.41742793353235114,0.0006510769303008262,
AGXT2,1.5670405924849473,5.158646774135735e-06,
AHCY,-0.45076621121751115,1.4876802443579327e-08,
AHCYL2,-0.45558220187302634,1.7657206334461632e-10,
AHDC1,-0.5425402827029585,1.549005675281487e-11,
AIM2,-1.4289574766507824,7.126964960982652e-06,
AKAP5,-0.7375594180042286,1.084805778216182e-17,
AKAP10,-0.8559528163114827,0.006930477037441963,
AKR1B15,-0.9920772969543057,2.2275814023703944e-17,
AKT2,-0.6134417937210156,0.008251497171428765,
AL033529.1,28.36485777733275,0.00010264383560699144,
AL049634.2,29.747327411582454,2.0530824171601774e-09,
