selected_K,medoid_seed,pairwise_ARI_mean,pairwise_ARI_min,input_sha256,feature_spec_sha256
4,11,1,1,9f85cbf5037107fbe845c600bab27d664e80fbcb635f456a9c81820a2d2b41ea,675acefd234a9ef1ec89608cece1db8be59f8968b4abf08771e78d03c560ae5b
