gene,log2FC,p_value,FDR,baseMean,lfcSE,stat
COL5A2,2.0281149355907915,3.089716636308989e-35,2.8885103113254444e-31,646.149886001077,0.16324618262335927,12.386571740759202
ELN,2.4600574330511247,3.7124200728199524e-35,2.8885103113254444e-31,830.1271981445217,0.19715249962234585,12.371834992795858
GXYLT2,1.8877573204367692,2.8873670759809714e-35,2.8885103113254444e-31,198.94215503963656,0.15205679481309375,12.39200396716279
COL1A1,3.6520541613258084,4.397549723837868e-34,2.5661901413455876e-30,8334.118969313266,0.2786471710729657,12.171713111630943
DCLK1,1.6107559139971273,1.2008619634948679e-32,5.60610399037944e-29,651.0926845086933,0.13523638124551243,11.898782577753595
ASPN,2.532742381470149,3.7472573583867054e-32,1.331650368541681e-28,276.41466152914467,0.21197072673548872,11.803428667267452
MXRA8,1.3648524314466755,3.9934678175785134e-32,1.331650368541681e-28,459.17437178002433,0.11564346192656022,11.79807406561253
LOX,2.44883832803774,5.812782619374915e-32,1.6055328585180251e-28,153.6858044478966,0.20601976407068784,11.766437368353913
TMEM119,2.5335687549705987,6.190470279608527e-32,1.6055328585180251e-28,84.82268405293966,0.2128464399756374,11.761123915805907
SFRP2,3.28755747085213,1.6438654349380372e-31,3.8371106982323663e-28,597.2907341355551,0.2671743237313945,11.678386348834028
ADAMTS2,2.495698315813738,1.8257355337930625e-31,3.874210802708879e-28,227.81883214783701,0.21134732928679198,11.669462282026702
UTS2R,2.8675839849176787,2.4161888181000423e-31,4.699889949340933e-28,24.8970127356004,0.24062529735932212,11.6455986933677
COL1A2,2.816316655710631,2.944860905073395e-31,5.287611018940245e-28,5247.576089160793,0.236551808645979,11.628718261250768
COL14A1,2.286014897652953,5.050494377360634e-31,8.420617125453708e-28,1183.2880081697785,0.19583974225070672,11.582576440954057
MMP14,1.721921725454824,5.744249619376255e-31,8.938818307698705e-28,324.3910633637004,0.14857324666348795,11.57153965229879
MMP2,1.8141044419378791,1.8366346225344722e-30,2.6794203349499782e-27,1411.0763423827307,0.15777128393848736,11.471400054785143
CTSK,1.6300209410612896,1.9959174953594354e-30,2.7405121280399963e-27,375.55362021951015,0.1420095641484343,11.46420159991496
COL6A3,1.6458435682938333,6.505907735811841e-30,8.436716576073333e-27,5131.924816493647,0.14464844505137658,11.36144557260725
COL5A1,2.2081577208809557,1.3137835605711835e-29,1.614017677413293e-26,1130.8361820543744,0.19401096898434378,11.299892745258077
ANTXR1,1.307510162882053,1.900549083217796e-29,2.2181308350234897e-26,1291.9424208209248,0.11599469324093747,11.267421231475398
THBS2,2.0834026508849,1.1258564423053048e-28,1.2514162417281155e-25,381.29507085433784,0.18648544089548866,11.10966137113437
HTRA1,1.508875623879244,2.153671705694806e-28,2.285045679742189e-25,413.46692914685235,0.13640233234322707,11.051589616317269
FKBP10,1.5850308101204273,3.4437123819391933e-28,3.494918887792376e-25,207.2582695837165,0.14380580808477852,11.009378449558586
GPNMB,1.646183883164733,4.33715557644954e-28,4.218245227728549e-25,921.040074532852,0.1495606314281231,10.98857584320928
EEF1A1,1.174182403351095,5.992793303904357e-28,5.59535125198942e-25,1889.6618806576764,0.10711080586190243,10.959350464048905
CCDC8,1.875440203842058,4.367347746077918e-27,3.920870426498106e-24,56.88097826867104,0.17353850791845074,10.778116903234686
COL3A1,2.9304928475865126,8.628549348300096e-27,7.459540699556327e-24,7059.423973511734,0.26201743637514247,10.715290986154468
CRABP2,2.431935335714804,1.1636840152709967e-26,9.700968673019859e-24,30.517291405253356,0.22439535717609038,10.687579432850457
SPARC,1.843871079012123,1.7496573409739438e-26,1.4082931604487514e-23,5803.342365714253,0.17251857925950584,10.649679858207088
SAMD11,2.8164736341447023,3.340347604541105e-26,2.5990131261732826e-23,27.770285859351528,0.2570734068558423,10.589312874075484
EVC,1.0224990745397735,4.113227798561207e-26,3.0971278475488937e-23,227.62174332821158,0.09674224560302545,10.569810989126493
SFRP4,2.944824832830892,5.63224998494096e-26,3.9860912415849244e-23,673.9822563000397,0.26642385486214987,10.54029407827494
SSC5D,1.7623228163642273,5.635378758131373e-26,3.9860912415849244e-23,432.12636767519206,0.16672723813932122,10.540241851277074
KAZALD1,1.858769444571149,1.2397788717123463e-25,8.511446595149878e-23,62.149411705439384,0.17705720537666494,10.46583553192489
SLC2A10,1.3323491135863947,1.9695698600315903e-25,1.3135342763673538e-22,81.64722690680338,0.12783480553597576,10.421910246695424
PCOLCE,1.7845829754995475,4.710848676323963e-25,3.0544619389653875e-22,301.3945497243961,0.17205096448417112,10.338658665340128
PTGFRN,1.3740788882965993,5.572669238973489e-25,3.5156012263816e-22,337.284725824877,0.13301977489633923,10.32254400485349
SPON1,2.7905630281424028,6.884864513411483e-25,4.2291186176855486e-22,113.02278518731367,0.26048059883552815,10.30222702153416
LIMA1,0.9381620090534426,9.107681935734334e-25,5.451064403690022e-22,994.672201448556,0.09129634972271361,10.275282918857933
SRC,1.232792841562245,9.454824847487972e-25,5.517363039751605e-22,75.92964878167834,0.12004161650014282,10.271675362234848
NBL1,1.412850743366568,1.128649084486321e-24,6.425591934165782e-22,264.7604382155188,0.13765912169425878,10.254580583195398
POSTN,2.4057999998656094,1.2098571731708465e-24,6.723925270512834e-22,244.91669536864126,0.23060645814576988,10.247865505673849
SH3PXD2B,1.5618125221796544,1.3041416580392044e-24,7.079366181849096e-22,351.0638193633423,0.15226465903710523,10.240608036488178
MARVELD1,1.275512778608887,1.810530801610524e-24,9.604865902543828e-22,196.94024460303135,0.12489835689673506,10.20882007162553
EMILIN1,1.3689723210668716,3.2891223291497468e-24,1.7061042979336308e-21,102.53954296830327,0.13480947245922353,10.15072457723352
CHD3,1.1546415990352352,4.053456433040207e-24,2.0568647839135762e-21,380.59706599483434,0.11395078838314497,10.130314005870282
LHFPL6,1.1047508570705773,4.218207515549979e-24,2.094923400595056e-21,449.6055190620542,0.10907573773334336,10.126417741479088
COL6A1,1.350397358083177,5.193407145766396e-24,2.525510616593317e-21,3486.854165891465,0.13350842887445993,10.106054015454669
ATP8B2,1.169978179632857,5.942200120748539e-24,2.830670106500253e-21,296.5635738830039,0.11589373261119769,10.092844775941341
TIMP2,1.2676263216777701,8.310185064167671e-24,3.879526795356035e-21,2575.5920446046844,0.1259305356133815,10.059877304751847
LRP1,1.0653064531293719,9.977804650721244e-24,4.566704238375202e-21,7469.528525262866,0.10605965030408888,10.041856756434985
MFAP2,2.036148359426814,1.2901253179660343e-23,5.791174071531379e-21,22.780597722272372,0.20211489835912277,10.016482839427034
KIRREL1,1.0377218707337255,3.151646923747129e-23,1.3880328772472736e-20,341.0829176739997,0.10451722625702423,9.927789494169343
NOTCH2,0.7416518523420415,3.432442366773996e-23,1.4837049949118262e-20,2183.8679348360597,0.07476705402893874,9.919273836846848
GLI3,1.0708179136809028,4.796935750165795e-23,2.035819532370363e-20,394.7117252687001,0.10830110262643905,9.885808543440435
CERCAM,1.5906961721651456,5.178673777404574e-23,2.1585822020031705e-20,253.17599468839796,0.16069832409273108,9.878136949033724
COL19A1,2.5412620909559878,7.430100373184898e-23,3.0426912791382785e-20,299.17100879252285,0.2507208723911354,9.841890924167782
CNN3,1.07864749624438,8.680387234265618e-23,3.493406876245311e-20,596.1395545858936,0.10974787183195465,9.826234520614598
LINC02593,2.7122639513118494,1.105232392137025e-22,4.3725990673326166e-20,13.933778767939861,0.2662401531124125,9.801867339597377
PODN,1.3432486490872795,1.2679753855144726e-22,4.932846908113137e-20,845.2244133328468,0.13710988530880508,9.78798498539822
C2orf27A,1.4412705191753354,1.505757427810874e-22,5.761867193436298e-20,99.48004553413082,0.14739332294819985,9.77058790577065
MXRA5,2.639388870906598,1.6044019598196887e-22,6.04031460421148e-20,876.5268208329982,0.26024776605034255,9.764157334302585
ADGRL1,1.051388698038026,2.3561707350699864e-22,8.593396452813066e-20,120.77961989995254,0.10813151473786134,9.725124462898227
COL6A2,1.378676354568425,2.350149123954895e-22,8.593396452813066e-20,3511.076435164679,0.1416007073189555,9.725384888813668
C1R,1.3241682830370436,2.9720931853019274e-22,1.0673015250971937e-19,680.4131617677596,0.1363730922944842,9.701461865742917
ADGRA2,1.111452516804532,3.163329326151692e-22,1.1102656257288705e-19,385.9706883787374,0.11461160174732139,9.695098295595878
