gene,log2FC,p_value,FDR,baseMean,lfcSE,stat
OPRD1,-2.219703965696563,6.33713161777599e-17,2.272178541553581e-12,34.59123405270766,0.26603293249977705,-8.358777845419803
GRTP1-AS1,-2.0594710183851745,2.3387405170401987e-16,4.192777061923816e-12,18.8421803282821,0.24915892992371677,-8.203301307382032
JPX,0.5750269626204477,4.109287688305941e-15,4.911283668806983e-11,1125.0247018808147,0.07323741710951515,7.851549343964974
EIF1AX,0.5261325028857133,4.418842334154847e-14,3.9609397972780513e-10,1456.4233077213942,0.06970471301008387,7.548032039828048
AC010280.1,-2.3082390657854917,1.6263530011279044e-13,1.1662577371088203e-9,20.010949173290474,0.32198011453779035,-7.376393145637544
AC114811.2,-1.4367656228140968,5.647692904198487e-13,3.3749671513339457e-9,34.84023882638679,0.19901877133007434,-7.208728040301465
PHKA2,0.3777633397928771,2.357352690836737e-12,1.1135133137001178e-8,557.3003642711411,0.05387815008143933,7.011524459362534
PVALB,-2.5191421995446217,2.484480967675622e-12,1.1135133137001178e-8,15.139314114950711,0.30257483508022304,-7.004173490112936
KDM6A,0.6080351636281166,4.045548703116079e-12,1.549935611918244e-8,1576.2930639477831,0.08766800726179941,6.9355810502651085
ZFX,0.449958656491258,4.322787928931095e-12,1.549935611918244e-8,2098.517137221434,0.06496473181218818,6.926205370529949
EIF2S3,0.3910151026084899,7.616328597524591e-12,2.482576926038584e-8,1526.124591058783,0.05711950139324336,6.84558630299649
HENMT1,-0.9609372708621567,1.0442226441594993e-11,2.9099924456867183e-8,36.20501926294314,0.14112373256371621,-6.800271371901464
AC244213.1,-2.2883191679944788,1.0550802341075816e-11,2.9099924456867183e-8,2.649749888760152,0.339223829109276,-6.798781047446246
TSPAN5,-1.1990943448477942,1.2746860170552679e-11,3.264561938679759e-8,103.15876673293812,0.17708500769101979,-6.771483385533457
NPHP4,-0.46565562565285207,1.8473858576164128e-11,4.0439831683792095e-8,137.72359739567895,0.06930842611669129,-6.717602679425541
PUDP,0.46159730151090245,1.9062008854852223e-11,4.0439831683792095e-8,347.1423747281859,0.06876312429887793,6.7130329183149895
RBBP7,0.29398138203281055,1.9173815050187302e-11,4.0439831683792095e-8,814.9237384003878,0.04379856988909179,6.712179855311751
SMC1A,0.3436844656832238,3.082713456274111e-11,6.140593943039347e-8,1358.9848671526695,0.051740019922227085,6.642564663145837
HADHA,0.42429888101478025,4.3388965284964886e-11,8.187954475223243e-8,4163.680559093139,0.06436544650427839,6.592017425467893
CAT,0.3495533005428965,1.545493114987906e-10,2.7706827818945684e-7,1564.6532242397477,0.05461089784194726,6.400815427324074
DAAM2,-1.0181220998698597,3.0162340263780756e-10,5.01546625736087e-7,1422.7767333625907,0.1617233497201427,-6.297941958495936
GINS3,-0.7359216215123476,3.077402249670594e-10,5.01546625736087e-7,37.99736852443745,0.11680341690248795,-6.294828339813404
CXorf38,0.35804768082240646,4.3160078081075896e-10,6.728280867812939e-7,176.17202797998087,0.0573619778871824,6.242148538955503
PLCH1,-1.4795908756012786,6.493858181225665e-10,9.701553545326925e-7,51.53429989737657,0.23994416168195667,-6.177951678988684
HMGCS2,2.0325178965135358,7.535280005119945e-10,1.0807098583343026e-6,236.8155778019785,0.3228585529202174,6.1544198915461825
AC040173.1,-1.2516479255283837,8.748417103265968e-10,1.2064403662984664e-6,15.171110015358867,0.20328955016709707,-6.130716510858285
NYAP2,-1.245254971176274,1.0868975897815878e-9,1.4433597437636605e-6,98.05286276743014,0.20439920657833924,-6.0960965838609145
ADAMTSL4,0.8201009089235657,1.4488407673874057e-9,1.855292346952694e-6,2087.432177603216,0.13553429114257354,6.049957471136994
GTDC1,-0.2642525118469608,1.8669106132584693e-9,2.3082096564959455e-6,439.602968227878,0.04397539432330618,-6.008982684127515
CD36,0.6657244128777516,1.9366179103326166e-9,2.314581172499199e-6,5316.120048910644,0.1108920372650329,6.003035887968378
ACADVL,0.35563326364411807,2.338354025169547e-9,2.7045704378211003e-6,7147.233118479978,0.05954636778942102,5.9723672503426455
CYP1A1,-1.9031218408032406,2.82530180957014e-9,2.9704800328976548e-6,18.410680187378826,0.3407388372509432,-5.941439400486191
HADHB,0.5419228010078926,2.8906043977797146e-9,2.9704800328976548e-6,7090.487256381162,0.09126651762040333,5.937693129839251
KREMEN1,0.49109280836227515,2.824078249534747e-9,2.9704800328976548e-6,1125.037196653438,0.08265419809826667,5.941510395343348
AF131215.5,-0.6863022196828995,2.899645827678648e-9,2.9704800328976548e-6,32.05018039273741,0.1154854591894615,-5.937180949362568
XKR6,-0.6974408361930297,3.6747146574427125e-9,3.6599137234057904e-6,35.85580492595969,0.11814447687494294,-5.898207595408149
KIAA1841,0.28109832696644865,5.127446374711909e-9,4.968772696359338e-6,264.62822207415957,0.04811013584983242,5.842982312220123
SLC16A7,1.3012327993648984,5.565269644499929e-9,5.251124818514342e-6,1251.5768985306781,0.22273738662443995,5.829322983436312
RASSF9,0.5507403163763971,9.842960183280135e-9,9.049213778756647e-6,249.4007192948912,0.09606033566939551,5.733412936766502
IL6,-1.7686483896589944,1.2121808296029996e-8,1.0802051246756441e-5,148.37163906467154,0.34022764612205003,-5.69800417605692
AC073349.4,1.1361922211840003,1.2352087606108327e-8,1.0802051246756441e-5,35.838351047972694,0.19937828095484092,5.694794125714564
PCDH11Y,-1.8381888781927813,1.796386868794144e-8,1.4978942135026521e-5,9.359608409874754,0.3389793381963749,-5.63054728016314
TMSB4Y,-1.8991263878054732,1.7643068262978018e-8,1.4978942135026521e-5,2.297306327546398,0.3301065253174089,-5.633654137015639
SYNE2,0.1971148908682735,2.5005547180546155e-8,2.0376679412692782e-5,8770.091556289017,0.03536815675962481,5.573232512844881
MRAP2,-1.0400173280069236,3.027497112747779e-8,2.3598023690776436e-5,24.281097729269614,0.1873600119624917,-5.539839080660641
NPNT,0.7802990397100559,3.01525284096575e-8,2.3598023690776436e-5,378.72196392208315,0.14081468853482992,5.540548749040025
CTXND1,-1.4687298322789872,3.1851561211668864e-8,2.4298675047752915e-5,46.49371800361424,0.2668168659771826,-5.530942014021029
CDC5L,0.22485613570021726,3.381831850024961e-8,2.5261579371384372e-5,1323.145500720887,0.0407318445327161,5.520423716498703
CHI3L1,-0.8180028035415814,4.1640478176438824e-8,3.0469782551351304e-5,35.166990765483476,0.26927696453041894,-5.483749294288371
FBXL2,-0.7062753023368806,4.7024328803457724e-8,3.3721146184959535e-5,59.70274776561273,0.1292430046533524,-5.462210015799164
AC010280.2,-1.6667182869990453,5.122149604338578e-8,3.6010720404619553e-5,7.632034351991389,0.3053031158224991,-5.447017254727389
ADARB2,-1.503982670213662,5.2878595871842185e-8,3.6460808749709644e-5,38.113969612158265,0.2781629807734024,-5.441349027134862
KCND3,0.5314364150553919,6.641293470749106e-8,4.492897686673758e-5,287.4753258578219,0.09840436131242301,5.400614691286557
RUNX2,-0.9497810917506662,7.133138352282179e-8,4.736271770760695e-5,61.813364240223976,0.17621914291054613,-5.387784811932715
CDK20,-0.6342703449560545,7.843156715223451e-8,4.9614016117955965e-5,33.01152585850782,0.11798086031184875,-5.370700061063125
LTK,-1.60182966812111,7.695708810049164e-8,4.9614016117955965e-5,18.53643245700381,0.300790588255417,-5.374121187647046
NCR3LG1,-0.9562783147281406,7.887320927969573e-8,4.9614016117955965e-5,33.16491026127391,0.1779045669150135,-5.369687467678444
C12orf75,0.7408335276779081,9.013521326936288e-8,5.517101555502314e-5,2680.6864792023534,0.1385675177477573,5.345565463029937
DIPK2B,0.3976661193817395,9.078482548448934e-8,5.517101555502314e-5,542.6964374814925,0.0744107562785569,5.344264691262163
TMEM47,0.48661484494789525,9.695721609732611e-8,5.7940016386160465e-5,1175.9590109859867,0.09125627660238164,5.332336199318478
LRP1B,1.0733806927229583,1.3090034780265787e-7,7.693337108025684e-5,735.8409924171908,0.20314819834188286,5.277581001533156
KIAA1671-AS1,-1.1380322974151724,1.3303218538490935e-7,7.693337108025684e-5,25.396824817723093,0.21546481053186062,-5.27461898330029
NPTX2,-1.0735445742075271,1.5462709506742562e-7,8.736063804975999e-5,23.25809152448883,0.20427122679229376,-5.24696281224226
TMED5,0.3213149109769283,1.5593587603359754e-7,8.736063804975999e-5,2421.2632726522875,0.061256464235231144,5.245409160732109
AC096577.1,-1.0661845758381556,1.7117004789028335e-7,9.442003180163246e-5,14.64480030222862,0.20341292691846913,-5.22819810621884
TXLNG,0.43797345862916676,1.8647841660973644e-7,1.0130581253851666e-4,346.8024094967799,0.08402796499057226,5.21233499057501
ADGRV1,-1.5672859878704604,1.9263535944731e-7,1.0308866885049701e-4,198.38248640481845,0.3072243000810542,-5.206307471861052
NDRG4,-0.9674031328030858,1.959469247227971e-7,1.0331877920493956e-4,163.34976441202707,0.18600208398589813,-5.203142098801513
EYA2,-0.7278319448432746,2.046712025515068e-7,1.0483551382120394e-4,57.882215258752915,0.1400412864448105,-5.1950442037004105
ACOXL-AS1,-0.9669198045258155,2.040830793152681e-7,1.0483551382120394e-4,19.534365162223832,0.18575301842863115,-5.195579515647347
AC006946.2,-0.6646172824752103,2.0830619984550105e-7,1.0519463092197803e-4,27.1834517113257,0.12786019912473873,-5.191768241445903
ELMOD3,0.2681922378884574,2.2951210607198082e-7,1.1429384115570656e-4,372.21959964548955,0.05183845519078249,5.173692762965781
SUSD5,-0.7781068489921348,2.492637639215864e-7,1.2242948295080108e-4,75.29433109008464,0.15080574743517816,-5.158253670645969
NLGN4X,-0.7430664077559117,2.5407869617592556e-7,1.2310799528902447e-4,59.54368319448561,0.14409228204360747,-5.154669464464141
GREM1,-0.8135932604017996,2.995239437819458e-7,1.431924133906889e-4,146.12296131818334,0.15880513510692665,-5.123746297486618
ARFGEF2,0.22799803281123895,3.2359143762106126e-7,1.5104648736974016e-4,1383.7948595593089,0.044625461109017585,5.10916163623313
LINC02593,-1.5793908820096265,3.2437817675275394e-7,1.5104648736974016e-4,13.933778767939861,0.3127692679515912,-5.108702764184846
MALT1,0.3156924228029392,3.82170623202983e-7,1.7567599608901225e-4,1062.0307226687921,0.0621734621106214,5.077630689960017
ST3GAL6,0.6228193303987054,3.965849314109927e-7,1.7999433817393853e-4,381.7255681094424,0.12282448944884936,5.070589704342274
PKP2,-0.6656232629481849,4.0654488928774205e-7,0.00018220833756764989,221.53794870773356,0.13138854530956595,-5.06586738068793
SOX11,-1.1468600748364288,4.3022106205881186e-7,1.9043921210023086e-4,21.421596239546638,0.2267103385165659,-5.0550752679800945
ECH1,0.40141875137101507,4.909661039805215e-7,2.1467792266123903e-4,3164.1911175994323,0.07980743107388677,5.029810002194616
MTR,0.20135353759865296,4.971315787673323e-7,2.1475485249039397e-4,3059.531540042738,0.04005114531331285,5.027416599655917
ARHGAP36,-1.160541356973811,5.092715242580296e-7,2.1738012502704347e-4,47.90734762472883,0.23131983179077945,-5.022786477899364
RNF182,-1.3221382491188671,5.199489555148958e-7,2.1932670352925397e-4,17.802498561436384,0.2634816505471262,-5.0188012970607
NPR3,-0.8202478712512035,5.373484666438415e-7,2.240305729245923e-4,271.01393967957824,0.27311287356445185,-5.01247325272907
SPG11,0.231116766159213,5.681794566368251e-7,2.3416177491624558e-4,1811.162520750031,0.04620745425078781,5.001730618814479
AC006157.1,-1.6631764436783179,5.893336054697889e-7,2.34783960267992e-4,3.9244612542643966,0.3299086395375339,-4.9946801389768805
AC023157.2,-0.5793389685618162,5.85699452481545e-7,2.34783960267992e-4,30.654310728940565,0.11586583713832813,-4.995873831568179
PELATON,-0.980593161914097,5.867222817316206e-7,2.34783960267992e-4,43.61458664183657,0.19622913769093384,-4.995537147438047
FBXO21,0.3774222011988695,6.173052243045314e-7,2.3556811002914017e-4,1217.1898447996384,0.07570061403155294,4.9857230327364626
GNL1,-0.202823131547931,6.014802487802743e-7,2.3556811002914017e-4,394.00328190896505,0.0406390666350515,-4.990741251835906
HDAC2,0.1580800755330834,6.097541639868358e-7,2.3556811002914017e-4,671.3032853274625,0.031691644358008905,4.988101868168638
AC018553.1,-0.8202097377412774,6.175819925460654e-7,2.3556811002914017e-4,29.678347175968707,0.16434492020919145,-4.985636375344078
WBP4,0.32764000605042565,6.528231984524062e-7,2.4638921874222135e-4,482.77135820289925,0.0658593310676089,4.974897066456888
C19orf38,-0.7798196796672479,6.656502040073501e-7,2.467106115695086e-4,16.75718655896647,0.1565169318002893,-4.971126435195322
PODNL1,-0.9841905427081156,6.674363219144425e-7,2.467106115695086e-4,17.08783827321473,0.19748293940662923,-4.970606950088023
SDS,-1.584983001226856,6.762766038685259e-7,2.474275268541428e-4,6.379419613616545,0.31938440859004646,-4.968055353727461
BRSK1,-1.0722585927823376,6.914998926765112e-7,2.479372865191631e-4,14.68481111017836,0.21540698324343419,-4.9637358164051495
KDM5C,0.2972528525744478,6.858108754440813e-7,2.479372865191631e-4,1635.0354264340751,0.05986574739429138,4.965339225706203
PPP2CA,0.37421246446979567,7.908659244535559e-7,2.7530580311924515e-4,2421.182781710048,0.07578801360484416,4.937608044340422
USP9X,0.24704951250761326,7.762777380225435e-7,2.7530580311924515e-4,7631.931423890243,0.04999749262980893,4.941238767285389
AC024610.2,-1.2643160111419989,7.833387564364318e-7,2.7530580311924515e-4,92.92596004212838,0.25707367993229024,-4.9394732815247
MMP9,-1.899735199674178,8.287924540372892e-7,2.8573416768756734e-4,29.378330286600665,0.285971395644253,-4.928462481895256
IL1B,-1.3846765877780838,8.47666375069781e-7,2.8945788455359044e-4,26.507147271080402,0.2828561765543945,-4.924060437265839
ABR,0.3617366921340576,8.740691009276355e-7,2.9530084166744247e-4,989.8412604057037,0.07355283185237721,4.918058239436574
MYH4,-0.6060578369915031,8.812491997884911e-7,2.9530084166744247e-4,104.63503160540088,0.12325709476909845,-4.916456162842947
CHM,0.23931876331959623,9.222570073837858e-7,3.0462982939243727e-4,478.2592076478893,0.0487661023912004,4.907540317874373
CRLF1,-0.852750011897413,9.260814782812903e-7,3.0462982939243727e-4,50.57867605133302,0.1737271232898107,-4.906728367438793
DOCK3,-0.5826197422442158,9.602583630883313e-7,3.130005782593829e-4,144.5579571891929,0.11890054250290848,-4.899612536884741
CHST15,-0.6202100040682473,9.993645913921e-7,3.1653847829580785e-4,698.8666561176176,0.12679322743220978,-4.891763551310719
DMD,0.3483370449772537,9.846317711749013e-7,3.1653847829580785e-4,25637.53006669717,0.07116608427327122,4.894685272466219
HS6ST3,-1.1509432751047013,9.959118898091158e-7,3.1653847829580785e-4,18.841116530429996,0.23499907292921351,-4.892444531761632
SLC9A9-AS2,-1.561144884695491,1.0064255062256896e-6,3.1653847829580785e-4,3.6556132279363847,0.312779005243833,-4.890377941820676
