"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-146b-5p",39.0185837158965,1.55356436034016,0.371983508937082,4.1764334251789,2.9611535465137e-05,0.0287379951689155
"tRNA-Und-NNN-4-1",84.0253098583446,-2.00316843556313,0.361293584943031,-5.54443399784968,2.94906546187127e-08,5.72413606149213e-05
