cluster,TF,overlap,odds_ratio,pvalue,padj
0,HAND2,6.0,inf,0.10834485239407438,
0,HDAC1,17.0,0.8466406179825743,0.7363625870217084,
0,HDAC2,6.0,1.3449153569552745,0.5276306956997026,
0,HDAC3,2.0,0.1792445970511008,0.9954811570723877,
0,HDAC4,21.0,3.1397558214747736,0.034368382013287395,
0,HDAC5,6.0,1.3449153569552745,0.5276306956997026,
0,HDAC7,11.0,2.4661763517336137,0.18240288134988836,
0,HDAC9,11.0,0.7043043031485609,0.8378944704003664,
0,HDGF,3.0,0.44821039023996123,0.9217279826010608,
0,HES1,5.0,2.241637039431157,0.3998149166804603,
0,HESX1,5.0,2.241637039431157,0.3998149166804603,
0,HEY1,5.0,2.241637039431157,0.3998149166804603,
0,HIC1,3.0,0.22404459885271066,0.9947839899864082,
0,HIF1A,13.0,0.9712522901174696,0.6312073216758359,
0,HIPK2,7.0,1.5691313131313132,0.43764193398137874,
0,HIVEP2,1.0,0.08961867830021004,0.999121453866447,
0,HMGA1,14.0,2.092578372334263,0.17908707308215593,
0,HMGA2,6.0,1.3449153569552745,0.5276306956997026,
0,HNF1A,20.0,4.485588389861341,0.016544036129128633,
0,HNF1B,6.0,2.69007312835845,0.3095908294427123,
0,HNF4A,24.0,3.5887276108842436,0.015728509923077092,
0,HOXA1,5.0,1.1207175177763413,0.6253751347748302,
0,HOXA10,6.0,2.69007312835845,0.3095908294427123,
0,HOXA9,5.0,2.241637039431157,0.3998149166804603,
0,HOXB7,8.0,1.7933653885005454,0.35775333684118343,
0,HOXC8,5.0,1.1207175177763413,0.6253751347748302,
0,HSF1,18.0,0.6721775334492097,0.8958996660238574,
0,HSF2,5.0,1.1207175177763413,0.6253751347748302,
0,ID1,9.0,4.035598836269598,0.13501059404875485,
0,ID2,9.0,4.035598836269598,0.13501059404875485,
0,ID3,5.0,1.1207175177763413,0.6253751347748302,
0,IKBKB,7.0,0.7844242424242425,0.7682935087585698,
0,IKZF1,13.0,1.9430299601250134,0.22076825019587978,
0,ILF3,6.0,2.69007312835845,0.3095908294427123,
0,ING1,4.0,0.5976379967411357,0.861302271685183,
0,ING4,10.0,0.8965127086111447,0.6931196628373273,
0,IRF1,18.0,1.345082663001738,0.35024067415066806,
0,IRF2,4.0,0.44818809841231366,0.9343220101369897,
0,IRF3,8.0,3.5870540223847427,0.17955914260724068,
0,IRF4,9.0,2.0176175852594147,0.2888022007266687,
0,IRF7,5.0,inf,0.15692319644180536,
0,IRF8,16.0,1.4347681985368417,0.32772123994790775,
0,IRF9,6.0,1.3449153569552745,0.5276306956997026,
0,ISL1,6.0,2.69007312835845,0.3095908294427123,
0,JUN,86.0,1.101835005819441,0.35432001302814364,
0,JUNB,9.0,inf,0.03565653184509951,
0,JUND,4.0,0.8965377933987799,0.7264867648792672,
0,KAT2B,10.0,1.4944572406082892,0.3913189707794953,
0,KAT5,4.0,1.7932371833717125,0.5087055327467294,
0,KCNIP3,6.0,1.3449153569552745,0.5276306956997026,
0,KLF10,7.0,inf,0.07480385621930136,
0,KLF2,7.0,0.7844242424242425,0.7682935087585698,
0,KLF3,,,,
0,KLF4,13.0,1.4571411251212416,0.35623207581548216,
