ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050907,detection of chemical stimulus involved in sensory perception,205/3502,479/18870,2.0616484734322893e-35,1.2221452150506612e-31,1.0701040655257496e-31,OR11H6/OR3A1/OR4B1/OR7C1/OR13C3/TAS2R1/RTP2/OR10H5/OR52A1/OR4A5/OR2M3/OR5AU1/OR10A6/OR2L5/PKD2L1/OR52N4/GNAT1/OR2G2/OR10W1/OR51D1/OR4Q3/GNAT2/OR52R1/OR1I1/OR2AK2/OR5K1/OR9Q1/OR2M4/OR4K1/OR7D4/OR10A2/OR56A4/OR6S1/OR7G2/OR8K3/OR9A4/OR12D3/OR6Q1/OR6A2/OR2A5/OR6J1/OR52B2/OR2C3/OR8J3/OR52K1/OR51G2/OR11A1/OR10H1/OR1S1/OR2C1/OR10R2/RTP1/OR5P2/OR8B12/OR4D9/OR4A16/PKD1L3/OR10A7/OR8H1/OR7A17/OR4D5/OR8G5/OR5A2/OR4M1/PIP/OR52D1/OR51L1/OR11G2/OR10D3/OR4D1/OR4F15/GNAT3/CNGB1/OR8B8/OR2A1/OR13F1/OR5K2/OR2AG2/OR6Y1/OR2K2/OR3A3/OR2T6/OR7A5/OR2W3/OR5T1/OR5AN1/OR4K13/OR8B3/OR4E2/OR1A1/OR4K2/OR56B1/CST1/OR2B6/OR2J3/OR1D2/OR3A2/OR13J1/OR2I1P/OR4C46/OR52I2/OR8U1/LPO/OR56A1/PIGR/OR4X1/OR4F6/OR10Z1/OR2M5/OR5M3/OR8H2/CA6/OR13C4/OR5D16/OR14C36/OR9A2/OR13A1/OR52J3/OR2F1/OR5H1/OR4E1/OR2L8/OR10C1/OR52E5/OR9Q2/TAS2R7/OR10G7/OR6C75/TAS1R1/OR5AC2/OR2AT4/OR5B12/OR4C3/OR9G4/OR8J1/OR10G3/OR10G8/OR10H4/TRPA1/OR2T2/OR2T33/OR11H2/OR51A4/OR51I2/OR5M1/OR1J1/OR2V2/OR5P3/OR8G1/OR52N5/OR2S2/OR4C16/OR5D13/OR5V1/OR6M1/OR51M1/TAS1R2/OR1L8/OR2T12/OR10K2/OR2A14/OR2T11/OR51A7/OR4D10/OR6C4/OR10AG1/OR2M2/OR5L1/OR56A3/OR4P4/OR4C5/OR8D1/OR2L2/OR13G1/OR10J1/OR6C65/OR52A5/OR52N2/OR5A1/OR2AJ1/CST2/OR51B2/OR8D4/OR13C2/OR6N1/OR1N2/OR5M11/OR4N2/OR10K1/OR2B2/TAS2R38/OR8A1/OR2A42/OR4S1/OR1L4/OR4F17/OR7E24/GPR148/OR10T2/OR5AR1/OR2B11/OR51F2/OR51B4/OR10G4/OR2T3,205
GO:0007608,sensory perception of smell,197/3502,456/18870,9.658300011683602e-35,2.8627201234630194e-31,2.506583018821676e-31,OR11H6/OR3A1/OR4B1/OR7C1/OR13C3/OR10H5/OR52A1/OR4A5/OR2M3/OR5AU1/OR10A6/OR2L5/OR52N4/OR2G2/OR10W1/OR51D1/OR4Q3/CNGA4/OR52R1/OR1I1/OR2AK2/OR5K1/OR9Q1/DRD2/OR2M4/OR4K1/OR7D4/OR10A2/OR56A4/OR6S1/OR7G2/OR8K3/SLC6A3/OR9A4/FZD2/OR12D3/OR6Q1/OR6A2/OR2A5/OR6J1/OR52B2/OR2C3/OR8J3/OR52K1/OR51G2/OR11A1/OR10H1/OR1S1/OR2C1/OR10R2/OR5P2/OR8B12/OR4D9/OR4A16/NXNL2/OR10A7/OR8H1/OR7A17/OR4D5/OR8G5/OR5A2/OR4M1/OR52D1/OR51L1/OR11G2/OR10D3/OR4D1/OR4F15/CNGB1/OR8B8/OR2A1/OR13F1/OR5K2/OR2AG2/OR6Y1/OR2K2/OR3A3/OR2T6/OR7A5/OR2W3/OR5T1/OR5AN1/OR4K13/OR8B3/OR4E2/OR1A1/OR4K2/OR56B1/OR2B6/OR2J3/OR1D2/OR3A2/OR13J1/OR2I1P/OR4C46/OR52I2/OR8U1/OR56A1/OR4X1/OR4F6/OR10Z1/OR2M5/OR5M3/OR8H2/OMP/OR13C4/OR5D16/OR14C36/OR9A2/OR13A1/OR52J3/OR2F1/OR5H1/OR4E1/OR2L8/OR10C1/OR52E5/OR9Q2/OR10G7/OR6C75/OR5AC2/OR2AT4/OR5B12/OR4C3/OR9G4/OR8J1/OR10G3/OR10G8/OR10H4/OR2T2/OR2T33/OR11H2/OR51A4/OR51I2/GFY/OR5M1/UGT2A1/OR1J1/OR2V2/OR5P3/OR8G1/OR52N5/OR2S2/OR4C16/OR5D13/OR5V1/OR6M1/OR51M1/OR1L8/OR2T12/OR10K2/OR2A14/BEST2/OR2T11/OR51A7/OR4D10/OR6C4/OR10AG1/OR2M2/OR5L1/OR56A3/OR4P4/OR4C5/OR8D1/OR2L2/OR13G1/OR10J1/OR6C65/OR52A5/OR52N2/OR5A1/OR2AJ1/OR51B2/OR8D4/OR13C2/OR6N1/OR1N2/OR5M11/OR4N2/OR10K1/OR2B2/OR8A1/OR2A42/OR4S1/OR1L4/OR4F17/SYT10/OR7E24/GPR148/OR10T2/GJB4/OR5AR1/OR2B11/OR51F2/OR51B4/OR10G4/OR2T3,197
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,186/3502,431/18870,8.98382019639181e-33,1.7752028708070218e-29,1.5543585048564218e-29,OR11H6/OR3A1/OR4B1/OR7C1/OR13C3/OR10H5/OR52A1/OR4A5/OR2M3/OR5AU1/OR10A6/OR2L5/OR52N4/OR2G2/OR10W1/OR51D1/OR4Q3/OR52R1/OR1I1/OR2AK2/OR5K1/OR9Q1/OR2M4/OR4K1/OR7D4/OR10A2/OR56A4/OR6S1/OR7G2/OR8K3/OR9A4/OR12D3/OR6Q1/OR6A2/OR2A5/OR6J1/OR52B2/OR2C3/OR8J3/OR52K1/OR51G2/OR11A1/OR10H1/OR1S1/OR2C1/OR10R2/OR5P2/OR8B12/OR4D9/OR4A16/OR10A7/OR8H1/OR7A17/OR4D5/OR8G5/OR5A2/OR4M1/OR52D1/OR51L1/OR11G2/OR10D3/OR4D1/OR4F15/CNGB1/OR8B8/OR2A1/OR13F1/OR5K2/OR2AG2/OR6Y1/OR2K2/OR3A3/OR2T6/OR7A5/OR2W3/OR5T1/OR5AN1/OR4K13/OR8B3/OR4E2/OR1A1/OR4K2/OR56B1/OR2B6/OR2J3/OR1D2/OR3A2/OR13J1/OR2I1P/OR4C46/OR52I2/OR8U1/OR56A1/OR4X1/OR4F6/OR10Z1/OR2M5/OR5M3/OR8H2/OR13C4/OR5D16/OR14C36/OR9A2/OR13A1/OR52J3/OR2F1/OR5H1/OR4E1/OR2L8/OR10C1/OR52E5/OR9Q2/OR10G7/OR6C75/OR5AC2/OR2AT4/OR5B12/OR4C3/OR9G4/OR8J1/OR10G3/OR10G8/OR10H4/OR2T2/OR2T33/OR11H2/OR51A4/OR51I2/OR5M1/OR1J1/OR2V2/OR5P3/OR8G1/OR52N5/OR2S2/OR4C16/OR5D13/OR5V1/OR6M1/OR51M1/OR1L8/OR2T12/OR10K2/OR2A14/OR2T11/OR51A7/OR4D10/OR6C4/OR10AG1/OR2M2/OR5L1/OR56A3/OR4P4/OR4C5/OR8D1/OR2L2/OR13G1/OR10J1/OR6C65/OR52A5/OR52N2/OR5A1/OR2AJ1/OR51B2/OR8D4/OR13C2/OR6N1/OR1N2/OR5M11/OR4N2/OR10K1/OR2B2/OR8A1/OR2A42/OR4S1/OR1L4/OR4F17/OR7E24/GPR148/OR10T2/OR5AR1/OR2B11/OR51F2/OR51B4/OR10G4/OR2T3,186
GO:0045109,intermediate filament organization,49/3502,73/18870,1.1167825433869028e-19,1.65507172929939e-16,1.4491722951160049e-16,PKP2/KRT24/NEFM/BFSP1/KRT82/KRT27/KRT5/KRT83/KRT12/KRT73/KRT32/KRT40/KRT4/GFAP/BFSP2/KRT6A/KRT15/NEFL/KRT39/KRT33A/KRT1/KRT3/KRT85/KRT6B/KRT16/KRT35/KRT9/KRT81/NEFH/KRT79/KRT25/KRT13/KRT78/KRT74/KRT38/KRT72/KRT28/TCHH/KRT2/KRT23/KRT14/KRT76/INA/KRT80/KRT36/KRT17/KRT77/SHH/KRT75,49
GO:0050953,sensory perception of light stimulus,96/3502,223/18870,2.0114914709872626e-17,2.3848242880024983e-14,2.088139882829093e-14,ADGRV1/COL11A1/CDH3/ABCA4/ROM1/AIPL1/CRX/RGS16/CACNB4/PDE6A/GJA3/GRM8/SLC45A2/PAX6/COL1A1/BEST1/TACSTD2/GRM6/KRT12/PDE6G/RPGRIP1/COL2A1/GNAT1/KCNJ10/TULP2/GUCY2D/RGR/GNAT2/GLRA1/PDE6C/PCDH15/LCTL/CRYBB3/CRYGN/RD3/CNGA3/CRYBA4/RHO/RPE65/BFSP2/CHRNB2/CLRN1/GRK7/USH1C/TULP1/CRYBB2/SLC4A10/POU6F2/PAX2/RORB/RAX/GJD2/CNGB3/GUCA1A/CRB1/RP1/CABP4/NR2E1/MYO3B/NXNL2/LAMC3/RDH8/PPEF2/CACNB2/CRYBB1/USH2A/CRYGC/CNGB1/RDH12/TYR/CRYBA1/EYS/RP1L1/LRAT/PDE6B/TRPM1/POU4F3/RAX2/RLBP1/GJA10/CRYGD/MIP/VSX2/GRK1/CACNA1F/PCARE/GPR143/OPN1SW/NR2E3/CRB2/RS1/CRYGA/CPLX4/CABP2/TH/PDC,96
GO:0007601,visual perception,94/3502,219/18870,5.480648202388052e-17,5.4148804239593953e-14,4.74124145367991e-14,ADGRV1/COL11A1/CDH3/ABCA4/ROM1/AIPL1/CRX/RGS16/CACNB4/PDE6A/GJA3/GRM8/SLC45A2/PAX6/COL1A1/BEST1/TACSTD2/GRM6/KRT12/PDE6G/RPGRIP1/COL2A1/GNAT1/KCNJ10/TULP2/GUCY2D/RGR/GNAT2/GLRA1/PDE6C/LCTL/CRYBB3/CRYGN/RD3/CNGA3/CRYBA4/RHO/RPE65/BFSP2/CHRNB2/CLRN1/GRK7/TULP1/CRYBB2/SLC4A10/POU6F2/PAX2/RORB/RAX/GJD2/CNGB3/GUCA1A/CRB1/RP1/CABP4/NR2E1/MYO3B/NXNL2/LAMC3/RDH8/PPEF2/CACNB2/CRYBB1/USH2A/CRYGC/CNGB1/RDH12/TYR/CRYBA1/EYS/RP1L1/LRAT/PDE6B/TRPM1/POU4F3/RAX2/RLBP1/GJA10/CRYGD/MIP/VSX2/GRK1/CACNA1F/PCARE/GPR143/OPN1SW/NR2E3/CRB2/RS1/CRYGA/CPLX4/CABP2/TH/PDC,94
GO:0009913,epidermal cell differentiation,99/3502,245/18870,1.0472879583610871e-15,8.869032881663607e-13,7.76567958297522e-13,MYCL/CDH3/TECTA/SLC4A7/POU2F3/WNT16/LIPM/KRT82/VDR/SPINK5/PAX6/KRT5/S100A7/KRT83/STRC/ZFP36/KRT73/ALOX15B/GRXCR2/KRT4/ABCA12/KRT6A/CLRN1/LIPN/MAFF/LCE4A/REG3G/OVOL1/USH1C/SPRR2G/KRT1/EREG/FGF20/DLX3/KRT3/GRHL2/LHFPL5/KRT85/KRT6B/TMEM132E/SFRP4/KRT16/OVOL3/GDF3/PDZD7/KRT81/SCEL/USH2A/TMC1/LCE2A/CASP14/KRT79/CERS3/DSG4/FOXN1/KRT78/LCE3D/EVPL/KRT74/SLC39A2/SPRR2E/POU4F3/ESRP1/KRT72/LIPK/SULT2B1/TCHH/KRT2/OVOL2/ACER1/FLG/ETV4/IVL/CDKN1A/KRT14/ZBED2/ATOH1/KRT76/SPRR2D/KDF1/LCE3A/KRT80/KRT36/KRT17/KRT77/KRT75/KRTAP6-3/KLK5/SPRR1B/REG3A/SLC44A4/CYP27B1/FOXI3/LCE5A/KRTAP6-2/IL17A/LCE6A/IL20/SPRR4,99
GO:0045104,intermediate filament cytoskeleton organization,52/3502,94/18870,1.57581303431832e-15,1.167677458429875e-12,1.0224123779241627e-12,PKP2/KRT24/NEFM/BFSP1/KRT82/KRT27/KRT5/KRT83/KRT12/KRT73/KRT32/KRT40/KRT4/GFAP/BFSP2/KRT6A/KRT15/NEFL/KRT39/KRT33A/KRT1/KRT3/KRT85/KRT6B/KRT16/KRT35/KRT9/KRT81/EVPLL/NEFH/KRT79/KRT25/KRT13/KRT78/EVPL/KRT74/KRT38/KRT72/KRT28/TCHH/KRT2/KRT23/KRT18/KRT14/KRT76/INA/KRT80/KRT36/KRT17/KRT77/SHH/KRT75,52
GO:0045103,intermediate filament-based process,52/3502,95/18870,2.8563073897308873e-15,1.881354467369411e-12,1.6473042969313458e-12,PKP2/KRT24/NEFM/BFSP1/KRT82/KRT27/KRT5/KRT83/KRT12/KRT73/KRT32/KRT40/KRT4/GFAP/BFSP2/KRT6A/KRT15/NEFL/KRT39/KRT33A/KRT1/KRT3/KRT85/KRT6B/KRT16/KRT35/KRT9/KRT81/EVPLL/NEFH/KRT79/KRT25/KRT13/KRT78/EVPL/KRT74/KRT38/KRT72/KRT28/TCHH/KRT2/KRT23/KRT18/KRT14/KRT76/INA/KRT80/KRT36/KRT17/KRT77/SHH/KRT75,52
GO:0022412,cellular process involved in reproduction in multicellular organism,157/3502,471/18870,6.880377183395623e-15,4.078687594316925e-12,3.5712778832972444e-12,SPESP1/NOX5/PTX3/HSF2BP/KLHL10/RXFP2/PIWIL2/WT1/BNC1/INHBA/FOSL1/CCDC42/TDRD12/SOX30/PAQR5/PDILT/BRIP1/BSPH1/CFAP206/CFAP65/NOBOX/PRSS37/CFAP157/GPR149/DDX25/AXDND1/TEX14/SPANXB1/SPACA3/HORMAD1/DDX4/ZMYND15/BRCA2/DCST1/SYCP1/DRC7/GALNTL5/OCA2/TDRD9/DMRT1/KNL1/TMEM95/ROPN1L/CHD5/MAEL/LIN28A/CFAP97D1/ROBO2/SPAG17/BTBD18/DAZL/ADAD1/RIMBP3/M1AP/CFAP221/FMN2/PIWIL1/H1-7/SPEM1/SPAG6/CABYR/IQCN/ASPM/KLC3/KCTD19/NDC80/HOOK1/CCNA1/ADCY10/SHCBP1L/CFAP54/CCDC38/EREG/ASIP/TEX15/CFAP43/RSPH6A/NCAPH/TCP11/DMC1/MEIOB/RBM46/SPDYA/CTCFL/KASH5/SYCP3/IZUMO1R/ZFP57/FOLR3/WEE2/MORC1/MOV10L1/TDRD5/SLC26A3/RSPH1/INSL3/ARMC12/CFTR/TESMIN/ROPN1/TBC1D21/ZP3/DMRTC2/TTK/ELSPBP1/ZPBP/C16orf92/FUT6/BRDT/CCDC63/ROPN1B/SPINK2/ZAR1L/TOPAZ1/MEIG1/MEIOC/TOP2A/FOXL2/H2BC1/PTN/FANCA/CCNB2/FOLR1/RNF17/TSSK4/NPM2/SPATA46/CCR6/MAJIN/STRA8/TNFAIP6/CATSPERD/ZAR1/SPAM1/ASZ1/NODAL/DMRTB1/LYZL6/ADAM2/SPACA1/SOHLH2/TERB2/SUN5/OOSP2/CRISP1/SPPL2C/SEMG1/CELF4/TEX11/FSHR/ZPBP2/SPO11/FSHB/TUBB8/GMCL2/CXADR/CFAP73,157
