ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0030198,extracellular matrix organization,116/2098,321/18870,1.1318468130742686e-32,4.273789449357069e-29,3.166229048339543e-29,COL5A2/ELN/COL1A1/LOX/SFRP2/ADAMTS2/COL1A2/COL14A1/MMP14/MMP2/CTSK/COL5A1/ANTXR1/FKBP10/COL3A1/KAZALD1/SLC2A10/POSTN/SH3PXD2B/EMILIN1/LRP1/COL19A1/ABI3BP/OLFML2B/FBLN1/AEBP1/ECM2/COL8A1/BMP1/ADAMTS7/HMCN1/COL16A1/LUM/TGFB1/CCDC80/COL8A2/APP/NID2/COL18A1/COL12A1/PHLDB1/DDR2/FBLN5/FMOD/NID1/FAP/RECK/SULF1/PXDN/SULF2/DPT/MMP16/ADAMTS15/COLGALT1/CREB3L1/LOXL3/LOXL1/FSCN1/OLFML2A/LAMA2/MFAP4/ADAMTS12/ADAMTS16/SMOC2/PRICKLE1/ADAMTS10/COL24A1/TNXB/EFEMP2/LOXL2/TGFBI/PDGFRA/COMP/LAMB1/P3H4/COL10A1/PAPLN/LAMB2/RUNX1/CST3/CSGALNACT1/ADAMTSL1/DPP4/TLL1/VWA1/COL11A1/ADAMTS14/PHLDB2/COL15A1/MMP28/MATN2/COL5A3/COL4A2/CTSS/MELTF/TPSAB1/COL4A1/CHADL/MMP17/MMP11/ADAMTSL2/ANXA2/MMP9/ANGPTL7/FLRT2/ADAMTS18/ADAMTS3/ZNF469/MMP3/LCP1/ADAMTS6/CTSG/ADAMTS8/FOXC2/COLQ/EGFL6,116
GO:0043062,extracellular structure organization,116/2098,322/18870,1.5822108176861368e-32,4.273789449357069e-29,3.166229048339543e-29,COL5A2/ELN/COL1A1/LOX/SFRP2/ADAMTS2/COL1A2/COL14A1/MMP14/MMP2/CTSK/COL5A1/ANTXR1/FKBP10/COL3A1/KAZALD1/SLC2A10/POSTN/SH3PXD2B/EMILIN1/LRP1/COL19A1/ABI3BP/OLFML2B/FBLN1/AEBP1/ECM2/COL8A1/BMP1/ADAMTS7/HMCN1/COL16A1/LUM/TGFB1/CCDC80/COL8A2/APP/NID2/COL18A1/COL12A1/PHLDB1/DDR2/FBLN5/FMOD/NID1/FAP/RECK/SULF1/PXDN/SULF2/DPT/MMP16/ADAMTS15/COLGALT1/CREB3L1/LOXL3/LOXL1/FSCN1/OLFML2A/LAMA2/MFAP4/ADAMTS12/ADAMTS16/SMOC2/PRICKLE1/ADAMTS10/COL24A1/TNXB/EFEMP2/LOXL2/TGFBI/PDGFRA/COMP/LAMB1/P3H4/COL10A1/PAPLN/LAMB2/RUNX1/CST3/CSGALNACT1/ADAMTSL1/DPP4/TLL1/VWA1/COL11A1/ADAMTS14/PHLDB2/COL15A1/MMP28/MATN2/COL5A3/COL4A2/CTSS/MELTF/TPSAB1/COL4A1/CHADL/MMP17/MMP11/ADAMTSL2/ANXA2/MMP9/ANGPTL7/FLRT2/ADAMTS18/ADAMTS3/ZNF469/MMP3/LCP1/ADAMTS6/CTSG/ADAMTS8/FOXC2/COLQ/EGFL6,116
GO:0045229,external encapsulating structure organization,116/2098,323/18870,2.2079160234322725e-32,4.273789449357069e-29,3.166229048339543e-29,COL5A2/ELN/COL1A1/LOX/SFRP2/ADAMTS2/COL1A2/COL14A1/MMP14/MMP2/CTSK/COL5A1/ANTXR1/FKBP10/COL3A1/KAZALD1/SLC2A10/POSTN/SH3PXD2B/EMILIN1/LRP1/COL19A1/ABI3BP/OLFML2B/FBLN1/AEBP1/ECM2/COL8A1/BMP1/ADAMTS7/HMCN1/COL16A1/LUM/TGFB1/CCDC80/COL8A2/APP/NID2/COL18A1/COL12A1/PHLDB1/DDR2/FBLN5/FMOD/NID1/FAP/RECK/SULF1/PXDN/SULF2/DPT/MMP16/ADAMTS15/COLGALT1/CREB3L1/LOXL3/LOXL1/FSCN1/OLFML2A/LAMA2/MFAP4/ADAMTS12/ADAMTS16/SMOC2/PRICKLE1/ADAMTS10/COL24A1/TNXB/EFEMP2/LOXL2/TGFBI/PDGFRA/COMP/LAMB1/P3H4/COL10A1/PAPLN/LAMB2/RUNX1/CST3/CSGALNACT1/ADAMTSL1/DPP4/TLL1/VWA1/COL11A1/ADAMTS14/PHLDB2/COL15A1/MMP28/MATN2/COL5A3/COL4A2/CTSS/MELTF/TPSAB1/COL4A1/CHADL/MMP17/MMP11/ADAMTSL2/ANXA2/MMP9/ANGPTL7/FLRT2/ADAMTS18/ADAMTS3/ZNF469/MMP3/LCP1/ADAMTS6/CTSG/ADAMTS8/FOXC2/COLQ/EGFL6,116
GO:0006935,chemotaxis,129/2098,468/18870,2.1464476955501178e-23,3.1161054420148834e-20,2.3085609820298242e-20,LOX/MMP2/GPNMB/NBL1/ADGRA2/LPAR1/JAM3/SLIT3/LSP1/CAMK1D/PARVA/PDGFRB/TGFB1/PPIB/TPBG/CCN3/LGALS3/CYP7B1/MDK/CMKLR1/ROBO3/CMTM3/S100A4/PDGFD/ENPP2/CMTM7/THBS4/RARRES2/PLD1/FGF7/CORO1B/CXCL14/SMOC2/PLEKHG5/TMSB4X/HSD3B7/CXCL16/SEMA3B/FPR3/AIF1/NRP2/SLAMF8/ITGB2/CSF1R/PDGFRA/P2RX4/ITGA2/NTN1/PRKCD/PTN/CD74/LGMN/SWAP70/PLXNB3/PRKCQ/PRKD1/VEGFD/CCL22/NCKAP1L/PLXNA3/F3/DPP4/FGF16/FGF18/IL34/SEMA5A/ANXA1/IL16/HGF/MMP28/SEMA3D/ANGPT2/SAA1/SYK/SUCNR1/CCL18/C3AR1/CCL14/CXADR/LGALS9/FCER1G/PIK3CG/FGF2/EFNA5/VCAM1/CCR1/PTK2B/CCL21/IL17RA/ACKR2/THBS1/SPN/DOCK2/CYSLTR1/TIAM1/TMEM102/TRPM2/SPI1/CMTM1/GPR183/CXCR4/FLRT2/PTAFR/FLRT3/RAC3/SEMA3A/PLXNA4/GPSM3/ACKR4/CCL16/CXCL1/CTSG/TNFRSF11A/CCL3L3/TRPV4/TUBB2B/ALOX5/PLA2G7/CCL5/LRTM1/CORO1A/CCR5/CCL3/CXCL9/HBEGF/NR4A1/LEF1/PLAU/SCG2,129
GO:0042330,taxis,129/2098,470/18870,3.26312077875068e-23,3.78978847244104e-20,2.807657815316638e-20,LOX/MMP2/GPNMB/NBL1/ADGRA2/LPAR1/JAM3/SLIT3/LSP1/CAMK1D/PARVA/PDGFRB/TGFB1/PPIB/TPBG/CCN3/LGALS3/CYP7B1/MDK/CMKLR1/ROBO3/CMTM3/S100A4/PDGFD/ENPP2/CMTM7/THBS4/RARRES2/PLD1/FGF7/CORO1B/CXCL14/SMOC2/PLEKHG5/TMSB4X/HSD3B7/CXCL16/SEMA3B/FPR3/AIF1/NRP2/SLAMF8/ITGB2/CSF1R/PDGFRA/P2RX4/ITGA2/NTN1/PRKCD/PTN/CD74/LGMN/SWAP70/PLXNB3/PRKCQ/PRKD1/VEGFD/CCL22/NCKAP1L/PLXNA3/F3/DPP4/FGF16/FGF18/IL34/SEMA5A/ANXA1/IL16/HGF/MMP28/SEMA3D/ANGPT2/SAA1/SYK/SUCNR1/CCL18/C3AR1/CCL14/CXADR/LGALS9/FCER1G/PIK3CG/FGF2/EFNA5/VCAM1/CCR1/PTK2B/CCL21/IL17RA/ACKR2/THBS1/SPN/DOCK2/CYSLTR1/TIAM1/TMEM102/TRPM2/SPI1/CMTM1/GPR183/CXCR4/FLRT2/PTAFR/FLRT3/RAC3/SEMA3A/PLXNA4/GPSM3/ACKR4/CCL16/CXCL1/CTSG/TNFRSF11A/CCL3L3/TRPV4/TUBB2B/ALOX5/PLA2G7/CCL5/LRTM1/CORO1A/CCR5/CCL3/CXCL9/HBEGF/NR4A1/LEF1/PLAU/SCG2,129
GO:0030199,collagen fibril organization,39/2098,65/18870,2.4362002073932274e-21,2.357835767388745e-18,1.74679828905546e-18,COL5A2/COL1A1/LOX/SFRP2/ADAMTS2/COL1A2/COL14A1/COL5A1/FKBP10/COL3A1/EMILIN1/AEBP1/BMP1/ADAMTS7/LUM/COL18A1/COL12A1/DDR2/FMOD/PXDN/DPT/COLGALT1/LOXL3/LOXL1/ADAMTS12/TNXB/EFEMP2/LOXL2/COMP/P3H4/TLL1/COL11A1/ADAMTS14/COL5A3/CHADL/MMP11/ANXA2/ADAMTS3/FOXC2,39
GO:0001503,ossification,118/2098,444/18870,4.371063641444365e-20,3.6261095094096324e-17,2.686396556779417e-17,COL5A2/COL1A1/ASPN/LOX/TMEM119/SFRP2/COL1A2/MMP14/MMP2/CTSK/KAZALD1/COL6A1/GLI3/BMP1/ADAMTS7/CTHRC1/MRC2/CCN4/THBS3/ECM1/CHRDL1/DCHS1/OSR1/IGSF10/MGP/CLEC11A/MDK/TWIST1/IGF1/SNAI2/VCAN/DDR2/TENT5A/ID4/CDH11/IGF2/ITGA11/MMP16/RRBP1/CLIC1/CREB3L1/P2RX7/SPP1/IGFBP3/LTBP3/ID3/PLXNB1/ADAMTS12/TCIRG1/RUNX2/PRICKLE1/TWSG1/DHRS3/GABBR1/FZD1/GPC3/MN1/CHRD/COMP/WWTR1/PTN/RUNX1/ADGRV1/SOX8/CEBPA/PRKD1/FSTL3/CSGALNACT1/TWIST2/CCN2/FGF18/SMAD6/SLC20A2/NAB2/SHOX2/ENPP1/COL11A1/CLEC3B/HGF/TACR1/MYOG/PPARG/GLI2/SFRP1/XYLT1/PENK/GDF10/FGF2/CCR1/PTK2B/RASSF2/FASN/SNX10/OSR2/MAP2K6/SATB2/KLF10/VDR/BMP8A/MYOC/TNC/PKDCC/NPPC/PTHLH/RUNX3/ROR2/TNFRSF11A/FOXC2/HAND2/ALOX5/SOX11/PHEX/PHOSPHO1/GLI1/LEP/CCL3/LEF1/ERFE,118
GO:0060326,cell chemotaxis,94/2098,325/18870,6.986694704209638e-19,5.071467018418171e-16,3.7571870073822097e-16,LOX/MMP2/NBL1/LPAR1/JAM3/CAMK1D/PARVA/PDGFRB/PPIB/TPBG/CCN3/LGALS3/CYP7B1/MDK/CMKLR1/PDGFD/THBS4/RARRES2/CORO1B/CXCL14/SMOC2/PLEKHG5/TMSB4X/HSD3B7/CXCL16/AIF1/SLAMF8/ITGB2/CSF1R/PDGFRA/P2RX4/PRKCD/PTN/CD74/LGMN/SWAP70/PLXNB3/PRKCQ/PRKD1/VEGFD/CCL22/NCKAP1L/DPP4/FGF16/FGF18/IL34/SEMA5A/ANXA1/IL16/HGF/MMP28/SAA1/SYK/CCL18/C3AR1/CCL14/CXADR/LGALS9/FCER1G/PIK3CG/FGF2/VCAM1/CCR1/PTK2B/CCL21/IL17RA/ACKR2/THBS1/TIAM1/TMEM102/TRPM2/SPI1/GPR183/CXCR4/RAC3/GPSM3/ACKR4/CCL16/CXCL1/CTSG/TNFRSF11A/CCL3L3/TRPV4/ALOX5/PLA2G7/CCL5/CORO1A/CCR5/CCL3/CXCL9/HBEGF/NR4A1/LEF1/SCG2,94
GO:0050900,leukocyte migration,106/2098,396/18870,2.0934085641624967e-18,1.3507137257879576e-15,1.0006737779803655e-15,MMP14/MMP2/SRC/NBL1/EMILIN1/THY1/JAM3/XG/CAMK1D/TNFRSF14/PPIB/CD81/ECM1/CCN3/APP/LGALS3/CYP7B1/MDK/CMKLR1/PDGFD/FYN/THBS4/RARRES2/PYCARD/CD34/HSD3B7/ST3GAL4/CD200/BDKRB1/CNN2/CXCL16/IL33/AIF1/SLAMF8/ITGB2/CSF1R/P2RX4/ITGA2/PLVAP/PTN/CD74/LGMN/SWAP70/VEGFD/CCL22/NCKAP1L/BCR/DPP4/IL34/ANXA1/JAM2/IL16/MMP28/TACR1/ASB2/SAA1/SYK/CCL18/C3AR1/CD9/CCL14/MYD88/CXADR/LGALS9/FCER1G/F11R/PIK3CG/VCAM1/RIPK3/CCR1/PTK2B/CCL21/IL17RA/PODXL2/THBS1/SPN/SELP/TMEM102/TRPM2/SPI1/GPR183/CXCR4/GCNT1/CD200R1/ITGA4/PTAFR/SELPLG/RAC3/GPSM3/CCL16/CXCL1/CTSG/ROR2/TNFRSF11A/CCL3L3/TRPV4/ALOX5/PLA2G7/CD300A/CCL5/CORO1A/CCR5/LEP/CCL3/CXCL9/SCG2,106
GO:0061448,connective tissue development,83/2098,285/18870,5.086663289337782e-17,2.95382537211845e-14,2.1883360908972123e-14,COL1A1/LOX/SFRP2/CTSK/COL5A1/COL3A1/EVC/SH3PXD2B/GLI3/BGN/BMP1/ADAMTS7/PDGFRB/TGFB1/CCN4/THBS3/ECM1/CCN3/LIPA/OGN/OSR1/MGP/MDK/SNAI2/ID4/SULF1/FRZB/PDGFD/SULF2/TGFBR2/TIMP1/LTBP3/EBF2/ADAMTS12/RUNX2/CD34/RORC/TWSG1/RARG/TSKU/CD44/LOXL2/MBOAT2/TGFBI/COMP/EFEMP1/RUNX1/SOX8/GDF7/HOXD3/CSGALNACT1/CCN2/FGF18/SHOX2/COL11A1/HOXC4/PPARG/CHST11/ABHD15/CHI3L1/FGF2/MSX1/CHADL/PPARGC1A/SOX5/ITGB8/OSR2/SATB2/SPI1/HYAL3/BMP8A/DGAT2/PKDCC/NPPC/PTHLH/ARID5A/RUNX3/FOXC2/HAND2/TRPV4/LEP/GDF6/EGR1,83
