ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0034702,monoatomic ion channel complex,129/3771,300/19886,5.175558228638041e-22,3.177792752383757e-19,2.57688320225873e-19,KCND3/SCN2B/CHRND/KCNC1/KCNAB3/CLCNKA/KCNIP1/CNIH3/KCNA4/CPT1C/TRPV6/CACNB4/CACNG8/SHISA9/SCNN1A/SCN8A/CATSPERG/CACNG5/KCNN1/GABRA2/GABRB3/CACNA1D/GRIK4/GRIA1/GRIA2/CACNA1B/KCNQ4/GRIN2D/BEST1/SCN5A/KCNJ3/KCNE5/HTR3A/CHRNB4/PKD2L1/CATSPERB/CLCNKB/KCNG4/SLC17A8/SCNN1G/KCNJ16/CACNA1I/HTR3E/CACNA1G/CNGA4/KCNQ2/CHRNA7/SCN11A/GLRA1/CHRNA2/HTR3C/GABRR3/SCN2A/CNGA3/DPP10/KCNIP4/TTYH1/CHRNB2/GRIN2A/UNC80/GABRG3/KCNJ5/KCNG1/KCNH4/KCNE1/KCNK1/KCNA1/TRPC7/CHRNA6/CNGB3/GRID2/CNTNAP2/GRIK2/HTR3B/PKD1L3/CACNA1A/GRIN3A/KCNN4/GRIA4/CACNB2/KCNC2/CHRNA3/VWC2L/GRIN2B/CHRNA9/CNGB1/KCNS1/CFTR/TRPC4/GABRG1/KCNJ6/TRPC3/KCNG3/GABRA1/GLRA3/CHRNB3/OLFM2/CHRNA4/BEST4/GABRA4/CACNG3/SCN1A/CACNG2/GABRP/HCN4/LRRC8E/LRRC52/SLC17A6/GABRA5/KCNQ3/GABRA6/CACNG7/GABRG2/KCNA10/TMEM262/SHISA7/KCNV2/SCN10A/GRIN1/CATSPERD/KCNMB2/OLFM3/HTR3D/BEST2/CACNA1F/GABRB1/GABRR1/GABRQ/KCNV1,129
GO:0097060,synaptic membrane,144/3771,393/19886,8.134529512124217e-17,2.4973005602221345e-14,2.025069715386713e-14,OPRD1/SLC16A7/KCND3/NLGN4X/SNAP91/NLGN4Y/MUSK/CHRND/KCNC1/SLC4A8/CNIH3/ADGRB3/NRCAM/GPM6A/CACNG8/SHISA9/FOSL1/LRRC4C/SLC6A4/SHANK1/SCN8A/CACNG5/SLITRK3/NTNG1/GABRA2/GABRB3/PRKCG/PTPRO/GRIK4/GRIA1/GRIA2/LRRC7/GRM1/GRIN2D/SLC6A11/DGKI/OTOF/KCNJ3/HTR3A/CHRNB4/NRXN3/RPH3A/CHRM3/GAD2/ERC2/SLC1A6/LHFPL4/CHRNA7/GLRA1/GRM7/DRD2/ACP4/CHRNA2/RIMS2/PTPRT/PDLIM4/SLC6A7/SYNDIG1/GABRR3/DDN/KCTD16/SCN2A/CNTN5/GSG1L/SLC6A3/GPR158/CHRNB2/GRIN2A/DCC/GABRG3/SORCS3/EPHB2/ADAM11/UNC13A/PPFIA2/SHANK2/KCNK1/KCNA1/CNTN6/CNTN2/GRM5/CHRNA6/IGSF21/GRID2/CNTNAP2/CHRM5/GRIK2/LPAR2/HTR3B/SYT1/GRIN3A/SNAP25/GRIA4/CNTNAP4/KCNC2/CHRNA3/GRIN2B/CHRNA9/GABRG1/ADCY8/GABRA1/GLRA3/CHRNB3/CHRNA4/TENM2/GABRA4/SLITRK1/CACNG3/CACNG2/CHRNG/GABRP/CDH10/ATP2B3/GABRA5/GRID2IP/SLC6A5/LRRTM3/GABRA6/CACNG7/GABRG2/SLC6A2/NETO1/KCNJ9/CHRM2/SHISA7/SCN10A/LRFN2/SLC5A7/CDH8/GRIN1/NRXN1/GRM3/ADORA3/DRD1/CHRM4/GABRB1/PCDH8/NSG1/GABRR1/HTR5A/LRRTM1/CDH9/GABRQ/ARC,144
GO:0045211,postsynaptic membrane,107/3771,275/19886,7.695120304302384e-15,1.5749346222805546e-12,1.2771199662929924e-12,OPRD1/SLC16A7/KCND3/NLGN4X/NLGN4Y/MUSK/CHRND/KCNC1/CNIH3/ADGRB3/NRCAM/CACNG8/SHISA9/LRRC4C/SLC6A4/SHANK1/SCN8A/CACNG5/SLITRK3/GABRA2/GABRB3/PTPRO/GRIK4/GRIA1/GRIA2/LRRC7/GRM1/GRIN2D/SLC6A11/HTR3A/CHRNB4/RPH3A/CHRM3/LHFPL4/CHRNA7/GLRA1/GRM7/DRD2/ACP4/CHRNA2/PTPRT/PDLIM4/SYNDIG1/GABRR3/DDN/KCTD16/GSG1L/SLC6A3/GPR158/CHRNB2/GRIN2A/DCC/GABRG3/SORCS3/EPHB2/SHANK2/KCNA1/CNTN2/GRM5/CHRNA6/IGSF21/GRID2/CHRM5/GRIK2/HTR3B/GRIN3A/GRIA4/KCNC2/CHRNA3/GRIN2B/CHRNA9/GABRG1/GABRA1/GLRA3/CHRNB3/CHRNA4/TENM2/GABRA4/SLITRK1/CACNG3/CACNG2/CHRNG/GABRP/CDH10/GABRA5/GRID2IP/LRRTM3/GABRA6/CACNG7/GABRG2/NETO1/CHRM2/SHISA7/LRFN2/GRIN1/GRM3/DRD1/CHRM4/GABRB1/PCDH8/NSG1/GABRR1/HTR5A/LRRTM1/CDH9/GABRQ/ARC,107
GO:1902495,transmembrane transporter complex,136/3771,394/19886,1.271350075329881e-13,1.9515223656313674e-11,1.5824962779764046e-11,KCND3/SCN2B/CHRND/KCNC1/KCNAB3/CLCNKA/KCNIP1/CNIH3/KCNA4/CPT1C/TRPV6/CACNB4/CACNG8/SHISA9/SCNN1A/SCN8A/CATSPERG/CACNG5/KCNN1/GABRA2/GABRB3/CACNA1D/GRIK4/GRIA1/GRIA2/CACNA1B/KCNQ4/ABCG8/GRIN2D/BEST1/SCN5A/KCNJ3/ABCG5/KCNE5/HTR3A/CHRNB4/PKD2L1/CATSPERB/CLCNKB/KCNG4/SLC17A8/SCNN1G/KCNJ16/CACNA1I/HTR3E/CACNA1G/WDR93/CNGA4/KCNQ2/CHRNA7/SCN11A/GLRA1/CHRNA2/HTR3C/GABRR3/SCN2A/CNGA3/DPP10/KCNIP4/TTYH1/CHRNB2/GRIN2A/UNC80/GABRG3/KCNJ5/KCNG1/KCNH4/KCNE1/KCNK1/KCNA1/TRPC7/CHRNA6/CNGB3/GRID2/CNTNAP2/GRIK2/HTR3B/PKD1L3/CACNA1A/GRIN3A/KCNN4/GRIA4/CACNB2/KCNC2/CHRNA3/VWC2L/GRIN2B/CHRNA9/CNGB1/KCNS1/ATP4B/CFTR/TRPC4/GABRG1/KCNJ6/TRPC3/KCNG3/GABRA1/GLRA3/CHRNB3/OLFM2/CHRNA4/BEST4/GABRA4/CACNG3/SCN1A/CACNG2/GABRP/HCN4/LRRC8E/LRRC52/SLC17A6/GABRA5/KCNQ3/GABRA6/CACNG7/GABRG2/KCNA10/ATP4A/TMEM262/SHISA7/KCNV2/SCN10A/GRIN1/CATSPERD/ATP1A3/KCNMB2/OLFM3/HTR3D/BEST2/CACNA1F/ATP12A/GABRB1/GABRR1/GABRQ/KCNV1,136
GO:0016324,apical plasma membrane,135/3771,403/19886,1.9356634654774805e-12,2.376994735606346e-10,1.9275133035175756e-10,CD36/EZR/SLC47A2/UPK1A/TRPV5/KISS1/MGAM/SLC7A13/SLC4A7/SLC4A8/PKHD1/ABCG2/TRPV4/CDHR2/DUOX1/SLC12A3/AQP8/SLC16A3/AJAP1/ABCC11/SLC17A1/SCNN1A/TRPM6/CPO/CDHR5/FRMD1/DUOX2/PTPRH/PAPPA2/F2RL2/PTPRO/TMEM235/ABCG8/CDH2/PLB1/PDZK1/OTOA/ABCG5/SLC22A7/CA12/SLC9A4/SLC22A11/GNAT1/SCNN1G/SHROOM3/PRKG2/OXTR/GP2/OTOG/TMEM114/CHRNA7/PRKCZ/CYP4F2/MYO1A/SLC12A1/ATP6V0A4/SLC5A10/SLC22A8/LRP2/ASPM/KCNE4/LRRC15/ADCY10/SLC4A10/KCNE1/SHANK2/KCNK1/ANXA13/KCNA1/ABCB11/SLC23A1/LHFPL5/CRB1/MARVELD2/GJA1/SLC17A4/IGSF5/SLC15A1/SLC17A2/PLET1/SLC6A19/CASR/SLC5A8/SLC2A7/KCNC2/SPEF1/SLC5A12/DSG1/UPK1B/SLC26A3/USH2A/SLC13A2/TF/GNAT3/ATP4B/AQP6/CFTR/ADCY8/UMOD/CEACAM20/SLCO1A2/SLC22A2/SPTBN2/SLC13A1/LCT/MUC13/SLC7A9/SLC34A1/SLC3A1/SLC10A2/STC1/SI/FOLR1/ATP4A/KNCN/MIP/CYP4A11/CBLIF/CLCA4/ATP6V0D2/SLC9A3/CEACAM7/CTSK/SLC2A2/ATP12A/SLC22A12/AQP2/EPCAM/SLC44A4/GPR143/SLC17A3/TMEM174/SLC5A11/CRB2/SLC34A2,135
GO:1990351,transporter complex,138/3771,421/19886,6.608829783763769e-12,6.76303581205159e-10,5.484169276702216e-10,KCND3/SCN2B/CHRND/KCNC1/KCNAB3/CLCNKA/KCNIP1/CNIH3/KCNA4/CPT1C/TRPV6/CACNB4/CACNG8/SHISA9/SCNN1A/SCN8A/CATSPERG/CACNG5/KCNN1/GABRA2/GABRB3/CACNA1D/GRIK4/GRIA1/GRIA2/CACNA1B/KCNQ4/ABCG8/GRIN2D/BEST1/SCN5A/KCNJ3/ABCG5/KCNE5/HTR3A/CHRNB4/PKD2L1/CATSPERB/CLCNKB/KCNG4/SLC17A8/SCNN1G/KCNJ16/CACNA1I/HTR3E/CACNA1G/WDR93/CNGA4/KCNQ2/CHRNA7/SCN11A/GLRA1/CHRNA2/HTR3C/GABRR3/SCN2A/CNGA3/DPP10/KCNIP4/TTYH1/CHRNB2/GRIN2A/UNC80/GABRG3/KCNJ5/KCNG1/KCNH4/KCNE1/KCNK1/KCNA1/TRPC7/CHRNA6/CNGB3/GRID2/CNTNAP2/GRIK2/HTR3B/PKD1L3/CACNA1A/GRIN3A/KCNN4/GRIA4/CACNB2/KCNC2/CHRNA3/VWC2L/GRIN2B/CHRNA9/ATP8B3/CNGB1/KCNS1/ATP4B/CFTR/TRPC4/GABRG1/KCNJ6/TRPC3/KCNG3/GABRA1/GLRA3/CHRNB3/OLFM2/CHRNA4/BEST4/GABRA4/CACNG3/SCN1A/CACNG2/GABRP/HCN4/LRRC8E/LRRC52/SLC17A6/GABRA5/KCNQ3/GABRA6/CACNG7/GABRG2/KCNA10/ATP4A/TMEM262/SHISA7/KCNV2/SCN10A/GRIN1/CATSPERD/ATP1A3/KCNMB2/OLFM3/HTR3D/BEST2/CACNA1F/ATP12A/GABRB1/GABRR1/ATP10B/GABRQ/KCNV1,138
GO:0031514,motile cilium,98/3771,271/19886,1.6629328122221847e-11,1.4586296381491733e-9,1.182807849896381e-9,SAXO2/AK8/DNAI4/TSGA10/CAMSAP3/AK7/SCNN1A/DNAH2/RSPH4A/TEKT4/CATSPERG/DNAH9/CFAP206/SPAG4/DNAI1/TTLL9/CFAP65/CFAP52/DNAH10/CABS1/DCDC2C/SPACA3/CFAP45/DNAH17/CATSPERB/PPP3R2/TEKT3/LDHC/DNAH14/DRC7/ROPN1L/SAXO1/DNAH7/SPAG17/CFAP74/DRD2/MAK/CFAP221/DNAH8/IQCA1/SPAG6/RHO/CFAP161/CABYR/KLC3/FBXL13/DNAH6/DNAI2/NME8/ADCY10/DNAH5/CCDC38/TEKT2/CFAP43/RSPH6A/TCP11/SPATA19/PMFBP1/SLC26A8/CCDC103/CFAP100/SPEF1/SLC26A3/RSPH1/DRC1/CFAP99/TEKT5/ENKUR/ROPN1/TBC1D21/CT55/HAVCR1/DAW1/TEKT1/TTC29/ROPN1B/DNAJB13/MROH2B/IQCD/SEPTIN12/TSSK4/PGK2/TMEM262/IL4I1/CCR6/CCDC65/CCDC172/ADGB/CATSPERD/FSCB/RSPH9/TTLL8/LYZL6/MORN5/TCTE1/SUN5/DYDC1/CFAP73,98
GO:0034703,cation channel complex,76/3771,193/19886,2.991205920591232e-11,2.2957505440537706e-9,1.8616321058416487e-9,KCND3/SCN2B/KCNC1/KCNAB3/KCNIP1/KCNA4/TRPV6/CACNB4/CACNG8/SCNN1A/SCN8A/CATSPERG/KCNN1/CACNA1D/GRIK4/CACNA1B/KCNQ4/SCN5A/KCNJ3/KCNE5/HTR3A/PKD2L1/CATSPERB/KCNG4/SCNN1G/KCNJ16/CACNA1I/HTR3E/CACNA1G/CNGA4/KCNQ2/SCN11A/HTR3C/SCN2A/CNGA3/DPP10/KCNIP4/UNC80/KCNJ5/KCNG1/KCNH4/KCNE1/KCNK1/KCNA1/TRPC7/CNGB3/CNTNAP2/GRIK2/HTR3B/PKD1L3/CACNA1A/KCNN4/CACNB2/KCNC2/CNGB1/KCNS1/TRPC4/KCNJ6/TRPC3/KCNG3/CACNG3/SCN1A/CACNG2/HCN4/LRRC52/KCNQ3/CACNG7/KCNA10/TMEM262/KCNV2/SCN10A/CATSPERD/KCNMB2/HTR3D/CACNA1F/KCNV1,76
GO:0009897,external side of plasma membrane,127/3771,387/19886,4.188366892132687e-11,2.8573969686327445e-9,2.3170731461739897e-9,CD36/CRLF1/ITGAX/SDC1/SELE/ITGA10/ANPEP/CD1D/PLAUR/LAG3/PKHD1/ABCG2/NRCAM/IL21R/MUC16/TNFRSF9/STAB2/SCNN1A/CLEC4M/ITGAD/IL5RA/F2/NCAM1/SLAMF1/PCSK9/GRIA2/IL13/ADGRE1/RTBDN/CSF3R/CD244/GP1BA/KCNJ3/ASTN1/LY6G6C/CXCR1/SLC22A11/ICAM1/BTNL3/SCNN1G/GP2/FGA/CHRNA7/TRPM8/IL4R/GLRA1/BTN1A1/CCR4/ITGA2B/CD1A/LY9/BTNL8/LRP2/BTNL2/EPHA5/SELL/CHRNB2/THBS1/LDLR/DNAI2/IL12RB1/TFR2/FCN2/PRND/UMODL1/IGSF21/SLAMF9/ADAM29/CTLA4/FCN1/FCGR1A/IZUMO1R/FOLR3/PLET1/CLEC4D/ITGA2/FGB/IL23R/CCR9/ADAM21/ASGR2/KLRC1/TMC1/CCR3/CD27/ASGR1/CHRNA4/HLA-G/TNFRSF13C/CXCR2/ULBP1/CD1E/PLAU/LCT/MOG/CXCR6/CEACAM21/VTCN1/CD83/CLEC6A/MS4A1/CXCR5/ULBP3/FOLR1/SCUBE1/CCR6/GFRA4/CD1B/CD79A/PLG/KLRC3/RAET1E/GFRAL/CLEC12B/ADAM30/CLEC17A/HHLA2/CTSK/CLEC4C/FASLG/ULBP2/IL17A/FGF8/RS1/CD200R1L/CD19/CLEC4E,127
GO:0005882,intermediate filament,81/3771,214/19886,7.098359312441353e-11,4.358392617838991e-9,3.534235741878695e-9,PKP2/KRT24/NEFM/BFSP1/KRT82/KRT27/KRT5/KRT83/KRTAP5-7/KRT12/DLGAP2/KRT73/KRT32/KRT8/KRT40/KRT4/KRTAP1-1/GFAP/BFSP2/KRT6A/KRT15/NEFL/KRT39/UPP2/KRT33A/SHANK2/KRT1/KRTAP10-6/KRTAP12-2/KRT3/KRT85/KRTAP8-1/KRT6B/KRT16/LMNTD1/KRT35/KRT9/KRT81/NEFH/CASP14/KRT79/KRT25/KRTAP4-11/KRT13/KRTAP4-6/KRT222/KRTAP19-5/KRT78/KRTAP7-1/EVPL/KRT74/KRTAP13-3/KRT38/KRT72/KRT28/KRTAP20-1/KRTAP9-8/KRT2/KRTAP29-1/KRTAP5-2/KRTAP3-1/KRT23/KRT18/KRT14/KRT76/INA/KRTAP4-5/KRT80/KRT36/KRT17/KRT77/KRTAP17-1/KRT75/KRTAP6-3/KRTAP19-3/KRTAP10-11/KRTAP19-7/KRTAP6-2/KRTAP11-1/KRTAP5-11/SCYGR4,81
