gene,log2FC,p_value,FDR,baseMean,lfcSE,stat
SNORD103B_URS000075CFA2,-1.160456326746252,8.261848133898579e-07,0.0019919315850829,27.515862010738733,0.2495492826107035,-4.9290782498596855
SNORD103A_URS000075CFA2,-1.0587860938399103,8.276079714660149e-06,0.0099768140960228,40.83210097694815,0.2495172468352197,-4.457914760507252
hsa-miR-499a-5p,-1.059000977465826,1.2477761498284473e-05,0.0100279609907879,361.7791676942608,0.2444694069246621,-4.369068519839328
hsa-miR-152-5p,-0.7522531124954,0.0016534706764906,0.667274067151359,1.2419599286580096,0.2450054674240048,-3.146305727251254
hsa-miR-190b-5p,-0.7548045145397027,0.0027390486042445,0.667274067151359,2.673578839216625,0.2498851019232776,-2.9956006831935187
hsa-miR-22-3p,-0.6138214015796496,0.0033525215909405,0.667274067151359,1014.271929545269,0.2093686689884993,-2.933418036920576
hsa-miR-30d-3p,-0.7426824839488337,0.0033934378222105,0.667274067151359,1.4620295552764564,0.2514289897160374,-2.929650186934712
hsa-miR-30e-5p,-0.6805945957960903,0.0033438089359947,0.667274067151359,30.58598305945403,0.2320231298485768,-2.934225763150412
hsa-piR-11621_21931,0.5458850701887437,0.0018024473376489,0.667274067151359,1.2357163868822294,0.1910148448119935,3.120989054063976
hsa-piR-32927_743195,-0.7205766433962304,0.003597910772695,0.667274067151359,43.2208234660874,0.248931996037456,-2.911419089538815
hsa-piR-33041_752376,-0.6584212688963504,0.0024218534857857,0.667274067151359,5.953521114029002,0.2161029889086352,-3.032938005166855
hsa-piR-33142_752542,0.4696000725016908,0.001328354653791,0.667274067151359,60.30092500758012,0.1462588471709201,3.209782453858553
tRNA-Cys-GCA-7-1,-0.7213248683455096,0.0021560119123767,0.667274067151359,2.97230338197736,0.232335119162774,-3.067855019652307
hsa-miR-218-5p,-0.6803752385621328,0.0047480763675424,0.7631741414763262,4.791983249099805,0.2461998973848847,-2.823646212454884
hsa-miR-369-3p,-0.6486572803623181,0.0045182414686044,0.7631741414763262,0.9376488698340828,0.230784236673406,-2.8395132778872094
hsa-miR-200c-3p,-0.4076586294884481,0.0055842677568362,0.7919805624548355,5.180819914999503,0.1917536118831496,2.7712433365116373
tRNA-Und-NNN-4-1,-0.5232490495477102,0.0054847809387555,0.7919805624548355,45.10102734510491,0.2427645678957136,-2.777091066311381
hsa-miR-30a-5p,-0.6091790884243617,0.0071959629522717,0.8263134360331591,367.62728461391015,0.22691555472293,-2.6876367541486674
hsa-miR-455-5p,-0.6620500121819777,0.0070469193662883,0.8263134360331591,1.4006899442170908,0.2444435798063466,-2.694618832151113
hsa-miR-532-5p,-0.4910220866765894,0.0071972551458715,0.8263134360331591,230.52271908817457,0.1827218042572635,-2.687576789951426
hsa-piR-33041_752353,-0.6388136966929139,0.0069123624941641,0.8263134360331591,9.212782835846404,0.2367998545511391,-2.701037111910644
hsa-miR-493-3p,-0.6619855816222091,0.0079321725482711,0.8692940006309935,14.308800722165746,0.2511336544699367,-2.65494336192472
hsa-piR-25624_570737,-0.6750330746928581,0.0089182834879809,0.8718687121394919,1.353012203546163,0.2509628213088092,-2.6151708417861865
hsa-piR-33036_752333,-0.6106913305440523,0.0087770317488024,0.8718687121394919,12.217205583143633,0.2328834609146208,-2.620618900223785
tRNA-Leu-AAG-2-1,-0.4164475020184044,0.0094743611306838,0.8718687121394919,12.734348849476,0.1604086119370808,-2.594445579059204
tRNA-Val-AAC-6-1,-0.6638548606820847,0.0094047935383756,0.8718687121394919,1.1547071216655276,0.2511760160667534,-2.5969780444128263
