gene,log2FC,p_value,FDR
SPPL2A,-0.9110032939089368,4.0172400012725734e-19,
LAMTOR2,-0.820000363857803,1.2456923026048426e-13,
PTP4A2,-0.8246445134466536,1.2710123219810093e-12,
EIF2B3,-0.9115195602346708,1.2672749637832791e-11,
TP53BP1,-0.7300145910198833,1.7268413685708236e-11,
SOCS6,-0.8992220612559494,2.4028663826832984e-11,
LCMT1,-0.8319847454617549,4.355634560870928e-11,
C16orf70,-0.9039655011665009,5.7497253462467516e-11,
LCLAT1,-0.6386095843146316,6.351443358615397e-11,
ZNF790,-0.9394010536081975,1.3885894767041458e-10,
RPIA,-0.6880145977542729,3.3115310433717895e-10,
TBC1D24,-0.7394905645839882,4.786459240828106e-10,
DNAJC30,-0.6958486575965084,8.155396326262169e-10,
GBA,-0.7606984436356186,1.1933475501034196e-09,
TRABD,-0.9060766789593845,1.271999398767109e-09,
SIPA1L3,-0.7712284698195867,1.420114768196429e-09,
YEATS2,-0.7067042230384163,1.8466873132677677e-09,
AREL1,-0.8978045005802948,3.2447578803551623e-09,
FAM149B1,-0.7790721588387106,3.3524008888511356e-09,
LRRC2,-0.9172250200373541,3.768608897478321e-09,
MTPN,-0.7935459587306414,4.075988855605548e-09,
AKIRIN2,-0.7792382452413097,4.806536656816618e-09,
C2orf92,-0.7520182379996572,4.862427587147805e-09,
PPAT,-0.677161016911321,5.494924772787118e-09,
ZNF280C,-0.8602655979613526,1.0512108573409839e-08,
APMAP,-0.8370690396851276,1.0605668651669835e-08,
EXOC3,-0.8885417151230345,1.0863059637017325e-08,
EXOC7,-0.8618962331131654,1.5090169091260295e-08,
INCENP,-0.8264695740848014,1.5219650955427496e-08,
TMEM175,-0.7967030402910777,1.73650135923683e-08,
CLOCK,-0.7797584553064528,1.9674911456968016e-08,
AC021087.5,-0.6927465844294611,2.150661684856181e-08,
LYRM9,-0.8363407192067919,2.3107652377890947e-08,
FAM160B1,-0.92001537976192,2.357312074030427e-08,
IK,-0.8644810319105072,2.3779757763328983e-08,
RSAD1,-0.8294499525335932,2.4456123643463465e-08,
C19orf54,-0.6970746196889376,2.510442906320222e-08,
CNBP,-0.9120501371524873,3.104578680145704e-08,
THAP6,-0.8895584076146021,3.1170709960871063e-08,
AP1S1,-0.7518967031873783,3.261956566574639e-08,
RAMAC,-0.8545944658025931,3.5351170701668685e-08,
BMPER,-0.7101294285171302,3.557052364966364e-08,
MAN1A2,-0.8493666483932271,3.5895082555513957e-08,
RANBP10,-0.9923846829249418,3.6243581106590804e-08,
NUTF2,-0.8059304881414684,3.647874166185622e-08,
LRPAP1,-0.858959252871316,4.8205416821379404e-08,
KDELR1,-0.7490743028005118,5.3061245027066445e-08,
ZNF217,-0.8233025960349707,5.5353545266593176e-08,
BACH1,-0.930155653436684,5.552000946124194e-08,
NBR2,-0.8327058207263818,5.721337095373803e-08,
ASCC3,-0.881437584851655,5.7527239787767934e-08,
CLIP1,-1.0046215499101994,5.9548203203504927e-08,
YOD1,-0.8436170909736068,6.280949308840884e-08,
RPN1,-0.8172133191380927,7.389867651648883e-08,
UBXN2A,-0.8283294541626649,7.477705318812995e-08,
USP7,-0.8777348086284777,7.496228842184626e-08,
HNRNPA1P48,-0.7060044646671009,7.670502702863353e-08,
SLC35F6,-0.9225547115186555,7.712090836440913e-08,
LRRC58,-0.8689468998359571,8.059054919415233e-08,
CSNK1G2,-0.8277814753808146,8.36173957850243e-08,
TMEM8B,-0.7164551908279198,8.378274718763824e-08,
ALYREF,-0.8368212385174545,8.378393995323486e-08,
MPP1,-0.7836993890391817,8.395409421534396e-08,
VEZT,-0.8787130492306768,8.484523837074012e-08,
DISP1,-0.8251040125945299,8.66768975818986e-08,
GHRLOS,-0.8158682058153695,8.95795035344551e-08,
EEF1E1,-0.755117722737378,8.992161916721128e-08,
TIMM13,-0.8785351238759365,9.072306658613977e-08,
KIF16B,-0.8083258125022819,9.097610078941562e-08,
ADPRS,-0.787811284656341,9.332313454241824e-08,
SNHG3,-0.7407442906939548,1.0356681297634396e-07,
SLC9A6,-0.7487422014096655,1.0556577888624549e-07,
ARAP1,-0.7319031800926792,1.0972717516720996e-07,
GIMAP2,-0.6162445907140497,1.1479513709402436e-07,
ANKIB1,-0.7779559975324029,1.1749219083618402e-07,
ESF1,-0.8618823705747388,1.240594929884687e-07,
SCAMP3,-0.8373875597007329,1.3191157307502688e-07,
SLC35A2,-0.8201972621674425,1.3679479387672287e-07,
AC009961.1,-0.7192315850157448,1.3768515345583248e-07,
BUD31,-0.730527333049778,1.378932156366145e-07,
GFM2,-0.7814335622413454,1.383733959467766e-07,
FBXL5,-0.8474116193259695,1.4326508443483195e-07,
ZNF281,-0.7938168784975286,1.4515260080755023e-07,
R3HDM2,-0.7080857592393665,1.4520582554369e-07,
TMEM267,-0.7752698532503273,1.5134434048551862e-07,
AC008764.3,29.626705265782984,1.5353174958542872e-07,
ANP32B,-0.8562663085691664,1.5626072436381257e-07,
BTBD2,-0.7602357768777316,1.58144590726351e-07,
PSMB5,-0.9088641682348417,1.5874560170670716e-07,
HPRT1,-0.6404799308308834,1.6367648640095817e-07,
ERICH1,-0.964906627231066,1.6598622378711704e-07,
CCDC137,-0.8406338830781442,1.6653070626781365e-07,
CDK11B,-0.9091637043344324,1.6665246592082981e-07,
CPSF4,-0.8935049133476157,1.7187364102294397e-07,
PUS10,-0.9097408336900182,1.7354807118291897e-07,
HM13,-0.7880231413408391,1.7639677823840328e-07,
TTI2,-0.8110988950899601,1.813959976938922e-07,
ATP6V1D,-0.7958713950387771,1.823539918492475e-07,
UBA2,-0.894544079580484,1.8350228912328547e-07,
HUWE1,-0.8307368654923186,1.8869233636699847e-07,
RNF130,-0.8809296291290795,1.8983935485082522e-07,
AC010642.2,-0.8456075427947194,1.9979633381738305e-07,
MRPL11,-0.8082813542776714,2.0007049831249584e-07,
PLEKHM3,-0.7978451873208385,2.0426676863301458e-07,
RPLP2,-0.8059491342595454,2.0509433092362045e-07,
PSMD7,-0.9471918185680668,2.0947276114773662e-07,
OXSM,-0.8518118566779642,2.0965046452912064e-07,
PLEKHB2,-0.820316944619344,2.124675727724192e-07,
CCDC47,-0.8323037253956789,2.1361975589873059e-07,
SMYD3,-0.8064328917760222,2.226170230807564e-07,
CSDE1,-0.9020968488661115,2.2342281943188022e-07,
KATNAL1,-0.8020800665026467,2.2660484305507138e-07,
MEGF8,-0.7647335287239946,2.3134250618562403e-07,
CLDN12,-0.8854354991379078,2.3554315086820241e-07,
SLAIN2,-0.9067154267061661,2.4998506759431646e-07,
ACP1,-0.7826686271246749,2.6160910366647596e-07,
ZDHHC3,-0.7417147124035741,2.6895588446126756e-07,
MAP3K2,-0.9650765039550588,2.6916318764280915e-07,
APPL1,-0.889333368559916,2.7623900272181323e-07,
MED19,-0.8751769847359252,2.7867064558251674e-07,
GPR107,-0.7768661114464973,2.810205649956236e-07,
SNHG17,-0.7278545434630279,2.8397483920387326e-07,
GMEB2,-0.8755401932871888,2.922198825178197e-07,
GIPC1,-0.8532416188955758,3.050700746456297e-07,
ADAM32,-0.6511245468187759,3.0875770753374364e-07,
ZNF628,-0.8954686404174388,3.0983830529529185e-07,
TFCP2,-0.7687081652346346,3.124052750815586e-07,
AGAP6,-1.0435250166640264,3.1267212043194055e-07,
PAIP2,-0.8516939082358247,3.204863025760468e-07,
KRI1,-0.9176148633284278,3.3093020554727594e-07,
MMAB,-0.7720212777218621,3.3319440253093043e-07,
CTSL,-0.6553137739123116,3.3882035746089687e-07,
AMZ2,-0.8142210810940237,3.390164199332981e-07,
CNTROB,-0.8151514355988932,3.4251022257268334e-07,
TMEM38B,-0.897699135508133,3.6659786917533043e-07,
ACAD9,-0.8938279209814921,3.705987264640287e-07,
AKT1S1,-0.9151148935677986,3.7466477900901176e-07,
SNRPB2,-0.8112314907458353,3.759096898720975e-07,
SLC26A2,-0.7804778726942317,3.771601906695083e-07,
KIF3B,-0.8465192671359842,3.7849324766623257e-07,
EXOC1,-0.8578750191389618,3.7878212086712396e-07,
SPCS3,-0.8155551915917415,3.8934841884382995e-07,
AL135925.1,-0.8745089648547181,3.970375630253542e-07,
ACTR1B,-0.8462409268531121,4.0140220687283155e-07,
CCDC174,-0.9334296240277783,4.014709643021204e-07,
CNEP1R1,-0.7743030068498136,4.079752410094357e-07,
UBR4,-0.8630795582111499,4.090563701121682e-07,
TXNL1,-0.8833540708515325,4.1109666247322946e-07,
CUTA,-0.8532455008432751,4.1282330814891405e-07,
TACC2,-0.9190798467919499,4.169460477017709e-07,
AC244033.2,-0.7316032012452499,4.16985190842168e-07,
UBXN4,-0.8801350711089093,4.225314067425614e-07,
NT5C,-0.894441350037687,4.231512000809914e-07,
CHRD,-0.8291378792979383,4.300017786582945e-07,
PPM1G,-0.8943520280599503,4.324212518490525e-07,
MAPKAP1,-0.8132074815575764,4.555218379933008e-07,
DNAJC1,-0.9446105958973242,4.66676917933741e-07,
BPNT2,-0.6993929623395911,4.7279406822435476e-07,
GLYR1,-0.8224440268396667,4.818334008295639e-07,
RABGGTB,-0.882421913056035,4.901204643295736e-07,
DIO3,-0.9896436202011363,4.919677721266152e-07,
ZNF585A,-0.8013699735097087,4.932987159938568e-07,
SPATS2,-0.8309086362003972,5.013334278794266e-07,
CCDC6,-0.9327525728492216,5.015668276398522e-07,
EIF3J,-0.8177278262475497,5.174290382842298e-07,
ATRIP,-0.7841206594287511,5.196088645474473e-07,
KIF5B,-0.839440724784148,5.225191365876775e-07,
PDCD5,-0.8046335914881697,5.231834949156301e-07,
ZNF107,-0.8442912263792718,5.266369721547867e-07,
ZNF501,-0.9497069513276086,5.297961806651587e-07,
ZNRF2,-0.8426935124020064,5.33906375227671e-07,
JADE1,-0.9125185710303831,5.385879761211117e-07,
VPS37A,-0.8881735744975288,5.423511893167841e-07,
MRPL10,-0.7654053994566333,5.430415139285655e-07,
NEAT1,-1.0212653974126908,5.439776490428856e-07,
CNNM2,-0.7504578304917016,5.487822226970905e-07,
AC004825.2,-0.9551457640893319,5.53224549833321e-07,
ARPC4,-0.9349074531938222,5.578868270660732e-07,
SIKE1,-0.7606459877068419,5.619899995510378e-07,
