category,subcategory,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,21/168,370/9521,2.0616732100585153e-6,5.133566293045703e-4,4.51397923886496e-4,LPAR4/LEP/CHRM3/DRD1/BDKRB2/SCTR/GIPR/AGTR2/PMCH/UTS2R/CHRM2/GLRA2/GRM8/HTR2C/TAAR9/AVPR1B/GABRG1/EDN2/GH2/BDKRB1/TAAR8,21
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,18/168,298/9521,4.93326547564348e-6,6.141915517176133e-4,5.400627468072862e-4,LEP/NGF/GDF7/IL1R2/IL18RAP/IL21R/CLCF1/TNFRSF12A/IL27/IL13RA2/IL6/CXCL8/CCL2/GH2/IFNA14/IL5/CCL23/LIF,18
Human Diseases,Infectious disease: parasitic,hsa05144,Malaria,7/168,50/9521,2.4784063135947295e-5,0.0020570772402836255,0.0018088018007989604,THBS1/SELE/SDC1/IL6/CXCL8/CCL2/ICAM1,7
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,21/168,454/9521,4.697216666833939e-5,0.002924017375104127,0.0025711080702669983,OR52N5/OR52N1/CNGA4/OR56B2P/OR8B12/OR12D2/OR51L1/GNG13/OR14J1/OR13C4/OR9G1/OR1S2/OR4F5/OR2T2/OR2H2/OR9K2/OR56A5/OR10H3/OR2Z1/OR52N2/OR56B4,21
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,9/168,101/9521,6.962279142255208e-5,0.0034672150128430934,0.0030487453928191226,COL1A1/COL3A1/SELE/IL6/CXCL8/CCL2/COL1A2/SERPINE1/ICAM1,9
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,11/168,168/9521,1.8386965211186255e-4,0.007630590562642296,0.006709629410397791,CDKN1A/LEP/IL21R/CLCF1/IL27/IL13RA2/IL6/GH2/IFNA14/IL5/LIF,11
NA,NA,hsa04820,Cytoskeleton in muscle cells,12/168,233/9521,8.472666293393191e-4,0.027979121937037017,0.02460222939295582,TNNT2/ELN/FBN2/BGN/COL1A1/THBS1/MYBPH/COL11A1/COL3A1/SDC1/ANKRD1/COL1A2,12
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,7/168,88/9521,8.989276124349243e-4,0.027979121937037017,0.02460222939295582,PLAUR/ITGAX/BDKRB2/F9/FGG/BDKRB1/SERPINE1,7
NA,NA,hsa04518,Integrin signaling,9/168,154/9521,0.001592645754476104,0.044063199207172214,0.03874506630772276,TNC/ITGAX/COL1A1/THBS1/ICAM4/FGG/DMP1/COL1A2/ICAM1,9
