explained_variance_ratio
0.515422187328569
0.13272982666217434
0.07042720150127117
0.037519641690943864
0.034769074590986784
0.022627066223151217
0.015485849866315918
0.0120271163761804
0.01039523178070684
0.008485022054369424
0.008385965768308107
0.006747978848575608
0.006226406295761614
0.005896526941639781
0.00523660209309465
0.005027594934858469
0.004728514074197191
0.0046184242255019525
0.004174638140238697
0.0037909526465236022
0.0036154055200425016
0.0033086358012552773
0.003147137535028339
0.002948806664372073
0.0028505698734646616
0.002655227537457833
0.002493785982494429
0.0024374765797003746
0.0023711667330690313
0.002152349833975861
