sample_id,Alkaliptosis,Anoikis,Apoptosis,Autophagy,Cuproptosis,Disulfidptosis,Entosis,Ferroptosis,Lysosome_dependent_cell_death,Necroptosis,NETosis,Oxeiptosis,Parthanatos,Pyroptosis,adjusted_two_block_K4,geo_accession,title,subgroup
AB_11,3.1664580484421974,3.1239897093806896,3.1412376900564003,-4.786611043345529,-5.06670978690125,2.2250201143529083,2.365181121752819,1.528102293678388,3.823059556850437,4.744482118741174,2.208590771233738,-1.454580501535756,-3.09841062295916,3.8873551934008717,C2,GSM8059497,"AB_11, Colorectal",Colorectal
AB_12,-0.5417153604604596,-0.4865754447673254,-0.7179581110915866,-0.2832113771043817,0.7636885821660973,-0.9052168554929083,-1.0292960764263561,1.356443788702096,-0.22168797989354147,-0.7935800305361933,-0.4683522530672729,-0.7500951102389037,0.4665919254741098,-0.7824696715421157,C1,GSM8059498,"AB_12, Colorectal",Colorectal
AB_13,0.8385556883288772,-0.4451664210987479,-0.040639886947645275,1.425246779780256,-1.247575068787915,-0.5546061521209265,-0.10583405415494251,0.25799138855246595,0.765737053066266,0.8395914351403587,-0.5590728830510157,1.1933117775812054,-0.29387816694704666,-0.3432874659611646,C3,GSM8059499,"AB_13, Pancreas",Pancreas
AB_14,0.18847403189509665,0.27232457856454295,0.27622274020945115,-0.7993041821386793,-0.603721371559047,0.6065185237939094,0.3442244766457723,-0.4986396626440326,-0.6316678763784169,-0.7499247037839631,-0.1266684668765973,-1.2147900449141271,0.11857305484984278,-0.7802177173067902,C1,GSM8059500,"AB_14, Colorectal",Colorectal
AB_15,-1.3620463270039183,-0.805347776588853,0.8090541818642849,0.30427332120182304,0.6002674759394606,-0.2805072110091748,-0.47071062168643063,-1.249274613584102,-0.5515893176690325,0.5727544892745285,1.349209992155885,-0.23007576060596147,0.9424506713917696,-0.2681287181515337,C4,GSM8059501,"AB_15, Colorectal",Colorectal
AB_16,1.7291759481232893,-0.4901855827071103,-2.1105076056188214,0.40571971374349897,-2.5874981417966456,2.253169480331492,2.2215475447584994,2.120577275429682,0.6967102806534683,0.3478125239444156,-1.6834123355681117,0.8828873931383037,-4.165265647054295,2.712437764150668,C4,GSM8059502,"AB_16, Pancreas",Pancreas
AB_17,-0.4244892800576148,0.6126378791271805,0.873747496148776,0.7400900260055491,0.2446662767091396,0.49651005626578104,-1.2403887376205878,-1.7322022938044794,0.949200916935755,1.102380185732366,-0.21050320204256778,2.342905742758908,0.8310047550169376,0.5570792216515623,C4,GSM8059503,"AB_17, Pancreas",Pancreas
AB_18,0.6675102997134126,-0.809369630278336,0.7533954053940501,-0.31227722300465466,-0.17180754441373508,-0.08126079715417837,0.9823734712639314,0.8466886849749529,0.5546867790491204,2.3204759971985323,3.139466670647343,0.99485775381204,-0.9297482984929359,2.8073841608415906,C4,GSM8059504,"AB_18, Colorectal",Colorectal
AB_19,2.404802299644759,0.4910003090268949,-0.750253971160455,0.18557333290980427,-1.342424851632242,1.1533730125473578,0.1368023894117162,0.8642473514625343,0.254567930454011,0.36193424643917355,-1.133971929752686,1.1396476279213705,-0.9787232248582597,0.9455997445898882,C3,GSM8059505,"AB_19, Pancreas",Pancreas
AB_20,-0.8393985720914707,-0.7080096205760512,0.193954645046027,0.4144968904319692,0.4365087119999909,-0.4408979581777909,-0.33549974240833075,-1.396293889128101,-1.3371446808022998,-0.6491207669809215,0.2116378706190077,-1.1681050723699338,0.13802297194331872,-0.7494909066681995,C1,GSM8059506,"AB_20, Pancreas",Pancreas
